Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDS2,Season
2019-03-20,Athletics,Seattle Mariners,7,9,A,1.66,2.30,2019
2019-03-21,Athletics,Seattle Mariners,4,5,A,2.04,1.81,2019
2019-03-29,Washington Nationals,New York Mets,0,2,A,1.80,2.09,2019
2019-03-29,New York Yankees,Baltimore Orioles,7,2,H,1.26,4.08,2019
2019-03-29,Milwaukee Brewers,St.Louis Cardinals,5,4,H,1.85,2.01,2019
2019-03-29,Philadelphia Phillies,Atlanta Braves,10,4,H,1.54,2.61,2019
2019-03-29,Toronto Blue Jays,Detroit Tigers,0,2,A,1.68,2.27,2019
2019-03-29,Tampa Bay Rays,Houston Astros,1,5,A,2.12,1.76,2019
2019-03-29,Texas Rangers,Chicago Cubs,4,12,A,1.99,1.87,2019
2019-03-29,Athletics,Los Angeles Angels,4,0,H,1.94,1.90,2019
2019-03-29,San Diego Padres,San Francisco Giants,2,0,H,1.74,2.15,2019
2019-03-29,Minnesota Twins,Cleveland Guardians,2,0,H,1.85,2.02,2019
2019-03-29,Miami Marlins,Colorado Rockies,3,6,A,2.18,1.74,2019
2019-03-29,Los Angeles Dodgers,Arizona Diamondbacks,12,5,H,1.59,2.46,2019
2019-03-29,Cincinnati Reds,Pittsburgh Pirates,5,3,H,1.87,1.99,2019
2019-03-29,Kansas City Royals,Chicago White Sox,5,3,H,1.83,2.05,2019
2019-03-29,Seattle Mariners,Boston Red Sox,12,4,H,2.79,1.47,2019
2019-03-30,Toronto Blue Jays,Detroit Tigers,6,0,H,1.81,2.07,2019
2019-03-30,Tampa Bay Rays,Houston Astros,4,2,H,2.22,1.70,2019
2019-03-30,Miami Marlins,Colorado Rockies,1,6,A,2.43,1.61,2019
2019-03-30,Milwaukee Brewers,St.Louis Cardinals,5,9,A,1.96,1.90,2019
2019-03-30,Athletics,Los Angeles Angels,2,6,A,1.93,1.93,2019
2019-03-30,Seattle Mariners,Boston Red Sox,6,7,A,2.21,1.72,2019
2019-03-30,San Diego Padres,San Francisco Giants,4,1,H,1.63,2.37,2019
2019-03-30,Los Angeles Dodgers,Arizona Diamondbacks,4,5,A,1.57,2.53,2019
2019-03-31,Washington Nationals,New York Mets,8,11,A,1.84,2.03,2019
2019-03-31,New York Yankees,Baltimore Orioles,3,5,A,1.25,4.28,2019
2019-03-31,Minnesota Twins,Cleveland Guardians,1,2,A,2.06,1.81,2019
2019-03-31,Kansas City Royals,Chicago White Sox,8,6,H,1.74,2.17,2019
2019-03-31,Toronto Blue Jays,Detroit Tigers,3,0,H,1.76,2.13,2019
2019-03-31,Philadelphia Phillies,Atlanta Braves,8,6,H,1.69,2.26,2019
2019-03-31,Tampa Bay Rays,Houston Astros,3,1,H,2.03,1.84,2019
2019-03-31,Miami Marlins,Colorado Rockies,7,3,H,2.12,1.77,2019
2019-03-31,Milwaukee Brewers,St.Louis Cardinals,4,2,H,1.74,2.18,2019
2019-03-31,Texas Rangers,Chicago Cubs,8,6,H,2.41,1.62,2019
2019-03-31,San Diego Padres,San Francisco Giants,2,3,A,1.76,2.15,2019
2019-03-31,Athletics,Los Angeles Angels,4,2,H,1.82,2.05,2019
2019-03-31,Seattle Mariners,Boston Red Sox,6,5,H,2.45,1.58,2019
2019-03-31,Los Angeles Dodgers,Arizona Diamondbacks,18,5,H,1.49,2.75,2019
2019-04-01,New York Yankees,Baltimore Orioles,5,7,A,1.32,3.62,2019
2019-04-01,Toronto Blue Jays,Detroit Tigers,3,4,A,1.63,2.38,2019
2019-04-01,Tampa Bay Rays,Houston Astros,3,1,H,1.97,1.91,2019
2019-04-01,Miami Marlins,Colorado Rockies,3,0,H,2.42,1.62,2019
2019-04-01,Cincinnati Reds,Pittsburgh Pirates,0,5,A,1.76,2.19,2019
2019-04-01,Washington Nationals,New York Mets,6,5,H,1.57,2.53,2019
2019-04-01,Minnesota Twins,Cleveland Guardians,9,3,H,1.98,1.87,2019
2019-04-01,Milwaukee Brewers,St.Louis Cardinals,5,4,H,1.91,1.94,2019
2019-04-01,Kansas City Royals,Chicago White Sox,3,6,A,1.75,2.14,2019
2019-04-01,Texas Rangers,Chicago Cubs,11,10,H,2.17,1.74,2019
2019-04-01,Athletics,Los Angeles Angels,2,1,H,1.77,2.12,2019
2019-04-01,Seattle Mariners,Boston Red Sox,10,8,H,2.22,1.71,2019
2019-04-01,San Diego Padres,San Francisco Giants,3,1,H,1.55,2.58,2019
2019-04-01,Los Angeles Dodgers,Arizona Diamondbacks,8,7,H,1.50,2.73,2019
2019-04-01,Philadelphia Phillies,Atlanta Braves,5,1,H,1.67,2.29,2019
2019-04-02,Pittsburgh Pirates,St.Louis Cardinals,5,6,A,1.80,2.09,2019
2019-04-02,Cleveland Guardians,Chicago White Sox,5,3,H,1.62,2.39,2019
2019-04-02,New York Yankees,Detroit Tigers,3,1,H,1.45,2.89,2019
2019-04-02,Cincinnati Reds,Milwaukee Brewers,3,4,A,1.98,1.88,2019
2019-04-02,Toronto Blue Jays,Baltimore Orioles,5,6,A,1.56,2.56,2019
2019-04-02,Tampa Bay Rays,Colorado Rockies,7,1,H,1.67,2.30,2019
2019-04-02,Miami Marlins,New York Mets,3,7,A,2.16,1.74,2019
2019-04-02,Atlanta Braves,Chicago Cubs,8,0,H,1.91,1.96,2019
2019-04-02,Texas Rangers,Houston Astros,1,2,A,2.54,1.57,2019
