Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDS2,Season
2019-08-10,Liverpool,Norwich,4,1,H,1.13,19.76,2019
2019-08-10,West Ham,Manchester City,0,5,A,11.36,1.26,2019
2019-08-10,Watford,Brighton,0,3,A,2.07,4.08,2019
2019-08-10,Crystal Palace,Everton,0,0,D,3.41,2.25,2019
2019-08-10,Burnley,Southampton,3,0,H,2.67,2.88,2019
2019-08-10,Bournemouth,Sheffield Utd,1,1,D,1.98,4.0,2019
2019-08-11,Tottenham,Aston Villa,3,1,H,1.36,8.65,2019
2019-08-11,Newcastle,Arsenal,0,1,A,3.44,2.17,2019
2019-08-11,Leicester,Wolves,0,0,D,2.39,3.33,2019
2019-08-12,Manchester Utd,Chelsea,4,0,H,2.01,4.11,2019
2019-08-17,Arsenal,Burnley,2,1,H,1.36,8.99,2019
2019-08-17,Southampton,Liverpool,1,2,A,6.64,1.49,2019
2019-08-17,Norwich,Newcastle,3,1,H,2.13,3.59,2019
2019-08-17,Everton,Watford,1,0,H,1.81,4.58,2019
2019-08-17,Brighton,West Ham,1,1,D,2.19,3.42,2019
2019-08-17,Aston Villa,Bournemouth,1,2,A,2.25,3.12,2019
2019-08-18,Manchester City,Tottenham,2,2,D,1.36,7.99,2019
2019-08-18,Sheffield Utd,Crystal Palace,1,0,H,2.51,3.0,2019
2019-08-19,Chelsea,Leicester,1,1,D,1.71,5.22,2019
2019-08-20,Wolves,Manchester Utd,1,1,D,3.02,2.46,2019
2019-08-24,Aston Villa,Everton,2,0,H,3.08,2.38,2019
2019-08-24,Norwich,Chelsea,2,3,A,4.32,1.82,2019
2019-08-24,Watford,West Ham,1,3,A,2.18,3.34,2019
2019-08-24,Sheffield Utd,Leicester,1,2,A,3.32,2.31,2019
2019-08-24,Manchester Utd,Crystal Palace,1,2,A,1.34,9.33,2019
2019-08-24,Brighton,Southampton,0,2,A,2.32,3.29,2019
2019-08-25,Liverpool,Arsenal,3,1,H,1.46,6.4,2019
2019-08-25,Bournemouth,Manchester City,1,3,A,16.68,1.17,2019
2019-08-26,Wolves,Burnley,1,1,D,1.78,5.32,2019
2019-08-26,Tottenham,Newcastle,0,1,A,1.28,10.91,2019
2019-08-31,Southampton,Manchester Utd,1,1,D,4.16,1.94,2019
2019-08-31,West Ham,Norwich,2,0,H,1.88,3.86,2019
2019-08-31,Newcastle,Watford,1,1,D,2.51,3.04,2019
2019-08-31,Manchester City,Brighton,4,0,H,1.09,30.15,2019
2019-08-31,Leicester,Bournemouth,3,1,H,1.65,5.29,2019
2019-08-31,Crystal Palace,Aston Villa,1,0,H,2.25,3.31,2019
2019-08-31,Chelsea,Sheffield Utd,2,2,D,1.4,8.28,2019
2019-09-01,Burnley,Liverpool,0,3,A,8.97,1.34,2019
2019-09-01,Everton,Wolves,3,2,H,2.05,4.06,2019
2019-09-02,Arsenal,Tottenham,2,2,D,2.55,2.69,2019
2019-09-14,Liverpool,Newcastle,3,1,H,1.19,14.54,2019
2019-09-14,Wolves,Chelsea,2,5,A,3.05,2.39,2019
2019-09-14,Tottenham,Crystal Palace,4,0,H,1.4,7.8,2019
2019-09-14,Sheffield Utd,Southampton,0,1,A,2.47,3.03,2019
2019-09-14,Manchester Utd,Leicester,1,0,H,2.12,3.74,2019
2019-09-14,Brighton,Burnley,1,1,D,2.11,3.66,2019
2019-09-15,Norwich,Manchester City,3,2,H,25.14,1.09,2019
2019-09-15,Bournemouth,Everton,3,1,H,3.41,2.17,2019
2019-09-16,Watford,Arsenal,2,2,D,4.16,1.86,2019
2019-09-17,Aston Villa,West Ham,0,0,D,2.73,2.52,2019
2019-09-21,Southampton,Bournemouth,1,3,A,2.18,3.34,2019
2019-09-21,Leicester,Tottenham,2,1,H,2.75,2.59,2019
2019-09-21,Manchester City,Watford,8,0,H,1.1,23.41,2019
2019-09-21,Everton,Sheffield Utd,0,2,A,1.75,5.24,2019
2019-09-21,Burnley,Norwich,2,0,H,2.02,3.59,2019
2019-09-22,Newcastle,Brighton,0,0,D,2.39,3.21,2019
2019-09-22,West Ham,Manchester Utd,2,0,H,3.05,2.34,2019
2019-09-22,Crystal Palace,Wolves,1,1,D,2.75,2.83,2019
2019-09-23,Chelsea,Liverpool,1,2,A,3.26,2.15,2019
2019-09-23,Arsenal,Aston Villa,3,2,H,1.41,7.29,2019
2019-09-28,Sheffield Utd,Liverpool,0,1,A,9.01,1.35,2019
2019-09-28,Wolves,Watford,2,0,H,1.93,4.27,2019
2019-09-28,Tottenham,Southampton,2,1,H,1.38,8.15,2019
