Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2,Season
2021-08-14,Brentford,Arsenal,2,0,H,3.98,3.3,2.08,2021
2021-08-14,Manchester Utd,Leeds,5,1,H,1.62,4.26,5.44,2021
2021-08-14,Watford,Aston Villa,3,2,H,3.52,3.33,2.21,2021
2021-08-14,Leicester,Wolves,1,0,H,1.73,3.8,5.13,2021
2021-08-14,Everton,Southampton,3,1,H,2.04,3.41,3.97,2021
2021-08-14,Chelsea,Crystal Palace,3,0,H,1.32,5.37,11.02,2021
2021-08-14,Burnley,Brighton,1,2,A,3.22,3.12,2.47,2021
2021-08-15,Norwich,Liverpool,0,3,A,6.96,5.0,1.45,2021
2021-08-15,Newcastle,West Ham,2,4,A,3.39,3.51,2.2,2021
2021-08-16,Tottenham,Manchester City,1,0,H,5.98,4.13,1.6,2021
2021-08-21,Liverpool,Burnley,2,0,H,1.25,6.48,12.24,2021
2021-08-21,Manchester City,Norwich,5,0,H,1.12,10.03,23.97,2021
2021-08-21,Leeds,Everton,2,2,D,2.13,3.51,3.6,2021
2021-08-21,Crystal Palace,Brentford,0,0,D,2.67,3.18,2.91,2021
2021-08-21,Aston Villa,Newcastle,2,0,H,1.83,3.91,4.32,2021
2021-08-22,Brighton,Watford,2,0,H,1.74,3.6,5.54,2021
2021-08-22,Wolves,Tottenham,0,1,A,2.95,3.1,2.69,2021
2021-08-22,Southampton,Manchester Utd,1,1,D,5.45,4.25,1.63,2021
2021-08-23,Arsenal,Chelsea,0,2,A,4.64,3.54,1.86,2021
2021-08-24,West Ham,Leicester,4,1,H,2.46,3.51,2.92,2021
2021-08-28,Manchester City,Arsenal,5,0,H,1.34,5.31,10.09,2021
2021-08-28,West Ham,Crystal Palace,2,2,D,1.56,4.11,6.62,2021
2021-08-28,Norwich,Leicester,1,2,A,4.25,3.65,1.9,2021
2021-08-28,Newcastle,Southampton,2,2,D,2.45,3.57,2.9,2021
2021-08-28,Brighton,Everton,0,2,A,2.32,3.25,3.38,2021
2021-08-28,Aston Villa,Brentford,1,1,D,2.08,3.33,3.97,2021
2021-08-29,Liverpool,Chelsea,1,1,D,2.43,3.39,3.06,2021
2021-08-29,Tottenham,Watford,1,0,H,1.46,4.47,8.15,2021
2021-08-29,Burnley,Leeds,1,1,D,3.32,3.56,2.22,2021
2021-08-30,Wolves,Manchester Utd,0,1,A,4.94,3.74,1.77,2021
2021-09-11,Crystal Palace,Tottenham,3,0,H,4.04,3.36,2.05,2021
2021-09-11,Watford,Wolves,0,2,A,3.63,3.2,2.24,2021
2021-09-11,Southampton,West Ham,0,0,D,3.09,3.54,2.34,2021
2021-09-11,Manchester Utd,Newcastle,4,1,H,1.19,7.47,16.1,2021
2021-09-11,Leicester,Manchester City,0,1,A,5.67,4.1,1.63,2021
2021-09-11,Brentford,Brighton,0,1,A,3.03,3.06,2.66,2021
2021-09-11,Arsenal,Norwich,1,0,H,1.42,4.95,7.76,2021
2021-09-12,Chelsea,Aston Villa,3,0,H,1.34,5.26,9.93,2021
2021-09-13,Leeds,Liverpool,0,3,A,4.87,4.36,1.67,2021
2021-09-14,Everton,Burnley,3,1,H,1.76,3.56,5.4,2021
2021-09-18,Newcastle,Leeds,1,1,D,3.14,3.68,2.25,2021
2021-09-18,Wolves,Brentford,0,2,A,1.83,3.35,5.2,2021
2021-09-18,Norwich,Watford,1,3,A,2.29,3.33,3.38,2021
2021-09-18,Manchester City,Southampton,0,0,D,1.17,8.14,17.0,2021
2021-09-18,Liverpool,Crystal Palace,3,0,H,1.28,6.14,11.52,2021
2021-09-18,Burnley,Arsenal,0,1,A,3.84,3.66,2.0,2021
2021-09-19,Aston Villa,Everton,3,0,H,2.19,3.39,3.51,2021
2021-09-19,West Ham,Manchester Utd,1,2,A,4.41,3.81,1.83,2021
2021-09-19,Brighton,Leicester,2,1,H,2.53,3.21,3.05,2021
2021-09-20,Tottenham,Chelsea,0,3,A,4.41,3.45,1.93,2021
2021-09-25,Manchester Utd,Aston Villa,0,1,A,1.4,5.02,8.11,2021
2021-09-25,Chelsea,Manchester City,0,1,A,2.91,3.2,2.65,2021
2021-09-25,Watford,Newcastle,1,1,D,2.14,3.52,3.55,2021
2021-09-25,Leicester,Burnley,2,2,D,1.67,3.88,5.52,2021
2021-09-25,Leeds,West Ham,1,2,A,3.02,3.61,2.34,2021
2021-09-25,Everton,Norwich,2,0,H,1.7,3.76,5.58,2021
2021-09-26,Brentford,Liverpool,3,3,D,7.73,4.96,1.42,2021
2021-09-26,Southampton,Wolves,0,1,A,2.2,3.32,3.58,2021
2021-09-27,Arsenal,Tottenham,3,1,H,2.22,3.4,3.45,2021
2021-09-28,Crystal Palace,Brighton,1,1,D,2.92,3.1,2.7,2021
2021-10-02,Manchester Utd,Everton,1,1,D,1.53,4.27,6.88,2021
2021-10-02,Wolves,Newcastle,2,1,H,1.75,3.81,4.96,2021
2021-10-02,Leeds,Watford,1,0,H,1.76,3.94,4.69,2021
2021-10-02,Chelsea,Southampton,3,1,H,1.42,4.8,8.31,2021
2021-10-02,Burnley,Norwich,0,0,D,1.95,3.61,4.06,2021
2021-10-03,Brighton,Arsenal,0,0,D,3.28,3.3,2.36,2021
2021-10-03,West Ham,Brentford,1,2,A,1.78,3.74,4.86,2021
2021-10-03,Tottenham,Aston Villa,2,1,H,2.11,3.43,3.73,2021
2021-10-03,Crystal Palace,Leicester,2,2,D,2.85,3.29,2.64,2021
2021-10-04,Liverpool,Manchester City,2,2,D,3.02,3.63,2.34,2021
2021-10-16,Watford,Liverpool,0,5,A,8.99,5.59,1.34,2021
2021-10-16,Southampton,Leeds,1,0,H,2.19,3.61,3.34,2021
2021-10-16,Norwich,Brighton,0,0,D,3.99,3.5,2.01,2021
2021-10-16,Manchester City,Burnley,2,0,H,1.14,9.22,21.27,2021
2021-10-16,Leicester,Manchester Utd,4,2,H,3.68,3.8,2.0,2021
2021-10-16,Aston Villa,Wolves,2,3,A,2.16,3.25,3.82,2021
2021-10-17,Brentford,Chelsea,0,1,A,5.94,3.86,1.65,2021
2021-10-17,Everton,West Ham,0,1,A,2.77,3.31,2.71,2021
2021-10-18,Newcastle,Tottenham,2,3,A,3.6,3.65,2.07,2021
2021-10-19,Arsenal,Crystal Palace,2,2,D,1.62,4.02,5.98,2021
2021-10-23,Arsenal,Aston Villa,3,1,H,1.95,3.7,4.05,2021
2021-10-23,Chelsea,Norwich,7,0,H,1.2,7.16,17.87,2021
2021-10-23,Southampton,Burnley,2,2,D,1.96,3.64,4.0,2021
2021-10-23,Leeds,Wolves,1,1,D,2.42,3.47,3.04,2021
2021-10-23,Everton,Watford,2,5,A,1.74,3.81,5.13,2021
2021-10-23,Crystal Palace,Newcastle,1,1,D,1.93,3.61,4.2,2021
2021-10-24,Brighton,Manchester City,1,4,A,8.15,4.85,1.42,2021
2021-10-24,West Ham,Tottenham,1,0,H,2.31,3.54,3.14,2021
2021-10-24,Brentford,Leicester,1,2,A,2.86,3.43,2.56,2021
2021-10-25,Manchester Utd,Liverpool,0,5,A,2.92,3.68,2.4,2021
2021-10-30,Leicester,Arsenal,0,2,A,2.56,3.5,2.78,2021
2021-10-30,Watford,Southampton,0,1,A,3.32,3.47,2.25,2021
2021-10-30,Newcastle,Chelsea,0,3,A,8.1,4.59,1.44,2021
2021-10-30,Manchester City,Crystal Palace,0,2,A,1.14,8.92,19.83,2021
2021-10-30,Liverpool,Brighton,2,2,D,1.27,6.14,11.19,2021
2021-10-30,Burnley,Brentford,3,1,H,2.65,3.19,2.91,2021
2021-10-31,Tottenham,Manchester Utd,0,3,A,3.14,3.65,2.26,2021
2021-10-31,Norwich,Leeds,1,2,A,3.65,3.7,2.03,2021
2021-11-01,Aston Villa,West Ham,1,4,A,3.01,3.53,2.39,2021
2021-11-02,Wolves,Everton,2,1,H,2.23,3.25,3.6,2021
2021-11-06,Southampton,Aston Villa,1,0,H,2.08,3.66,3.62,2021
2021-11-06,Manchester Utd,Manchester City,0,2,A,4.7,4.2,1.72,2021
2021-11-07,Crystal Palace,Wolves,2,0,H,2.36,3.13,3.48,2021
2021-11-07,Chelsea,Burnley,1,1,D,1.27,5.93,13.02,2021
2021-11-07,Brentford,Norwich,1,2,A,1.64,4.05,5.67,2021
2021-11-07,Brighton,Newcastle,1,1,D,1.59,4.21,6.12,2021
