Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2,Season
2020-10-17,Chelsea,Southampton,3,3,D,1.57,4.55,5.52,2020
2020-10-18,Manchester City,Arsenal,1,0,H,1.53,4.75,5.64,2020
2020-10-18,Newcastle,Manchester Utd,1,4,A,4.66,4.17,1.72,2020
2020-10-18,Sheffield Utd,Fulham,1,1,D,2.29,3.19,3.5,2020
2020-10-18,Crystal Palace,Brighton,1,1,D,3.1,3.25,2.46,2020
2020-10-19,Tottenham,West Ham,3,3,D,1.63,4.2,5.48,2020
2020-10-19,Leicester,Aston Villa,0,1,A,2.38,3.6,2.96,2020
2020-10-20,West Brom,Burnley,0,0,D,2.59,3.29,2.9,2020
2020-10-20,Leeds,Wolves,0,1,A,2.47,3.39,2.98,2020
2020-10-24,Aston Villa,Leeds,0,3,A,1.93,4.0,3.73,2020
2020-10-24,West Ham,Manchester City,1,1,D,6.78,5.17,1.44,2020
2020-10-24,Fulham,Crystal Palace,1,2,A,2.59,3.21,2.96,2020
2020-10-25,Manchester Utd,Chelsea,0,0,D,2.59,3.52,2.71,2020
2020-10-25,Liverpool,Sheffield Utd,2,1,H,1.21,7.34,12.84,2020
2020-10-25,Southampton,Everton,2,0,H,3.07,3.58,2.31,2020
2020-10-26,Wolves,Newcastle,1,1,D,1.83,3.49,4.89,2020
2020-10-26,Arsenal,Leicester,0,1,A,1.94,3.57,4.14,2020
2020-10-27,Brighton,West Brom,1,1,D,1.68,3.99,5.16,2020
2020-10-27,Burnley,Tottenham,0,1,A,5.83,4.36,1.57,2020
2020-10-31,Wolves,Crystal Palace,2,0,H,2.05,3.17,4.31,2020
2020-10-31,Sheffield Utd,Manchester City,0,1,A,10.57,5.99,1.29,2020
2020-11-01,Burnley,Chelsea,0,3,A,5.71,4.29,1.59,2020
2020-11-01,Liverpool,West Ham,2,1,H,1.42,5.15,7.13,2020
2020-11-01,Aston Villa,Southampton,3,4,A,2.58,3.58,2.71,2020
2020-11-01,Newcastle,Everton,2,1,H,3.41,3.35,2.27,2020
2020-11-02,Manchester Utd,Arsenal,0,1,A,1.99,3.62,3.89,2020
2020-11-02,Tottenham,Brighton,2,1,H,1.58,4.26,5.91,2020
2020-11-03,Fulham,West Brom,2,0,H,2.43,3.3,3.09,2020
2020-11-03,Leeds,Leicester,1,4,A,2.45,3.67,2.81,2020
2020-11-07,Brighton,Burnley,0,0,D,2.05,3.42,4.09,2020
2020-11-07,Southampton,Newcastle,2,0,H,2.14,3.49,3.54,2020
2020-11-07,Everton,Manchester Utd,1,3,A,3.23,3.63,2.21,2020
2020-11-08,Crystal Palace,Leeds,4,1,H,2.87,3.48,2.49,2020
2020-11-08,Chelsea,Sheffield Utd,4,1,H,1.38,5.0,8.76,2020
2020-11-08,West Ham,Fulham,1,0,H,1.85,3.83,4.19,2020
2020-11-08,West Brom,Tottenham,0,1,A,6.49,4.62,1.5,2020
2020-11-08,Leicester,Wolves,1,0,H,2.35,3.17,3.39,2020
2020-11-09,Manchester City,Liverpool,1,1,D,1.92,4.24,3.6,2020
2020-11-09,Arsenal,Aston Villa,0,3,A,1.64,4.34,5.09,2020
2020-11-21,Newcastle,Chelsea,0,2,A,7.15,4.77,1.46,2020
2020-11-22,Aston Villa,Brighton,1,2,A,2.28,3.56,3.15,2020
2020-11-22,Tottenham,Manchester City,2,0,H,4.19,4.1,1.81,2020
2020-11-22,Manchester Utd,West Brom,1,0,H,1.32,5.76,9.34,2020
2020-11-22,Fulham,Everton,2,3,A,4.35,3.82,1.83,2020
2020-11-22,Sheffield Utd,West Ham,0,1,A,3.18,3.21,2.44,2020
2020-11-23,Leeds,Arsenal,0,0,D,3.49,3.82,2.04,2020
2020-11-23,Liverpool,Leicester,3,0,H,1.79,4.08,4.3,2020
2020-11-24,Burnley,Crystal Palace,1,0,H,2.68,3.11,2.92,2020
2020-11-24,Wolves,Southampton,1,1,D,2.34,3.24,3.32,2020
2020-11-28,Crystal Palace,Newcastle,0,2,A,2.16,3.2,3.83,2020
2020-11-28,Brighton,Liverpool,1,1,D,4.98,4.25,1.66,2020
2020-11-29,Manchester City,Burnley,5,0,H,1.12,10.3,20.01,2020
2020-11-29,Everton,Leeds,0,1,A,2.28,3.69,3.06,2020
2020-11-29,West Brom,Sheffield Utd,1,0,H,2.66,3.16,2.91,2020
2020-11-29,Southampton,Manchester Utd,2,3,A,3.93,3.72,1.94,2020
2020-11-30,Chelsea,Tottenham,0,0,D,2.01,3.66,3.75,2020
2020-11-30,Arsenal,Wolves,1,2,A,2.08,3.31,3.92,2020
2020-12-01,Leicester,Fulham,1,2,A,1.59,4.17,5.88,2020
2020-12-01,West Ham,Aston Villa,2,1,H,2.34,3.52,3.05,2020
2020-12-05,Burnley,Everton,1,1,D,3.81,3.58,2.02,2020
2020-12-06,Manchester City,Fulham,2,0,H,1.12,10.44,22.36,2020
2020-12-06,West Ham,Manchester Utd,1,3,A,3.43,3.51,2.17,2020
2020-12-06,Chelsea,Leeds,3,1,H,1.47,5.0,6.35,2020
2020-12-06,West Brom,Crystal Palace,1,5,A,3.02,3.3,2.48,2020
2020-12-06,Sheffield Utd,Leicester,1,2,A,4.12,3.54,1.96,2020
2020-12-07,Tottenham,Arsenal,2,0,H,2.2,3.5,3.37,2020
2020-12-07,Liverpool,Wolves,4,0,H,1.59,4.3,5.69,2020
2020-12-08,Brighton,Southampton,1,2,A,2.44,3.4,3.0,2020
2020-12-12,Leeds,West Ham,1,2,A,2.13,3.78,3.28,2020
2020-12-12,Wolves,Aston Villa,0,1,A,2.57,3.26,2.92,2020
2020-12-13,Newcastle,West Brom,2,1,H,2.45,3.25,3.11,2020
2020-12-13,Manchester Utd,Manchester City,0,0,D,4.65,4.24,1.71,2020
2020-12-13,Everton,Chelsea,1,0,H,4.8,4.29,1.68,2020
2020-12-13,Southampton,Sheffield Utd,3,0,H,1.64,4.0,5.52,2020
2020-12-13,Crystal Palace,Tottenham,1,1,D,4.23,3.81,1.85,2020
2020-12-14,Fulham,Liverpool,1,1,D,8.42,5.55,1.35,2020
2020-12-14,Leicester,Brighton,3,0,H,2.04,3.55,3.8,2020
2020-12-14,Arsenal,Burnley,0,1,A,1.44,4.71,7.65,2020
2020-12-16,Wolves,Chelsea,2,1,H,5.53,3.83,1.68,2020
2020-12-16,Manchester City,West Brom,1,1,D,1.1,11.52,24.85,2020
2020-12-17,Leicester,Everton,0,2,A,2.11,3.57,3.55,2020
2020-12-17,Leeds,Newcastle,5,2,H,1.59,4.43,5.47,2020
2020-12-17,Arsenal,Southampton,1,1,D,2.17,3.53,3.42,2020
2020-12-17,West Ham,Crystal Palace,1,1,D,2.15,3.42,3.56,2020
2020-12-17,Liverpool,Tottenham,2,1,H,1.83,3.92,4.24,2020
2020-12-17,Fulham,Brighton,0,0,D,2.95,3.31,2.54,2020
2020-12-18,Aston Villa,Burnley,0,0,D,1.86,3.79,4.31,2020
2020-12-18,Sheffield Utd,Manchester Utd,2,3,A,7.38,4.72,1.45,2020
2020-12-19,Crystal Palace,Liverpool,0,7,A,5.4,4.11,1.64,2020
2020-12-20,Southampton,Manchester City,0,1,A,6.16,4.65,1.52,2020
2020-12-20,Everton,Arsenal,2,1,H,2.69,3.46,2.67,2020
2020-12-20,Newcastle,Fulham,1,1,D,2.86,3.36,2.58,2020
2020-12-20,Brighton,Sheffield Utd,1,1,D,1.89,3.47,4.61,2020
2020-12-20,Tottenham,Leicester,0,2,A,2.09,3.52,3.67,2020
2020-12-21,Manchester Utd,Leeds,6,2,H,1.72,4.36,4.43,2020
2020-12-21,West Brom,Aston Villa,0,3,A,4.72,4.07,1.73,2020
2020-12-22,Burnley,Wolves,2,1,H,3.51,3.1,2.34,2020
2020-12-22,Chelsea,West Ham,3,0,H,1.57,4.39,5.81,2020
2020-12-26,Leicester,Manchester Utd,2,2,D,3.02,3.6,2.34,2020
2020-12-27,Fulham,Southampton,0,0,D,2.9,3.33,2.57,2020
2020-12-27,Aston Villa,Crystal Palace,3,0,H,1.82,3.88,4.42,2020
2020-12-27,Arsenal,Chelsea,3,1,H,4.82,3.91,1.75,2020
2020-12-27,Sheffield Utd,Everton,0,1,A,3.45,3.32,2.25,2020
2020-12-27,Manchester City,Newcastle,2,0,H,1.13,9.57,20.98,2020
2020-12-27,Leeds,Burnley,1,0,H,1.7,4.18,4.79,2020
2020-12-27,West Ham,Brighton,2,2,D,2.38,3.32,3.2,2020
2020-12-28,Liverpool,West Brom,1,1,D,1.13,9.39,21.41,2020
2020-12-28,Wolves,Tottenham,1,1,D,3.61,3.36,2.17,2020
2020-12-29,Crystal Palace,Leicester,1,1,D,3.4,3.43,2.22,2020
2020-12-29,Chelsea,Aston Villa,1,1,D,1.79,4.03,4.34,2020
2020-12-30,West Brom,Leeds,0,5,A,4.27,4.01,1.81,2020
2020-12-30,Southampton,West Ham,0,0,D,2.04,3.59,3.76,2020
2020-12-30,Burnley,Sheffield Utd,1,0,H,2.39,3.2,3.29,2020
2020-12-30,Brighton,Arsenal,0,1,A,3.71,3.5,2.08,2020
2020-12-30,Manchester Utd,Wolves,1,0,H,1.55,4.3,6.36,2020
2020-12-31,Newcastle,Liverpool,0,0,D,10.89,6.04,1.28,2020
2021-01-02,Everton,West Ham,0,1,A,2.2,3.49,3.42,2020
2021-01-02,Manchester Utd,Aston Villa,2,1,H,1.71,4.14,4.77,2020
2021-01-02,Tottenham,Leeds,3,0,H,1.84,4.02,4.11,2020
2021-01-03,Crystal Palace,Sheffield Utd,2,0,H,2.08,3.28,4.01,2020
2021-01-03,Brighton,Wolves,3,3,D,2.84,3.05,2.82,2020
2021-01-03,West Brom,Arsenal,0,4,A,6.25,4.08,1.59,2020
2021-01-03,Newcastle,Leicester,1,2,A,6.11,4.1,1.59,2020
2021-01-04,Chelsea,Manchester City,1,3,A,3.43,3.62,2.14,2020
2021-01-05,Southampton,Liverpool,1,0,H,6.13,4.87,1.5,2020
2021-01-13,Sheffield Utd,Newcastle,1,0,H,2.34,3.15,3.44,2020
2021-01-13,Wolves,Everton,1,2,A,2.63,2.94,3.19,2020
2021-01-13,Burnley,Manchester Utd,0,1,A,7.99,4.89,1.42,2020
2021-01-14,Manchester City,Brighton,1,0,H,1.17,7.86,17.56,2020
2021-01-14,Tottenham,Fulham,1,1,D,1.63,3.85,6.25,2020
2021-01-15,Arsenal,Crystal Palace,0,0,D,1.69,3.85,5.48,2020
2021-01-16,Wolves,West Brom,2,3,A,1.63,3.76,6.4,2020
2021-01-17,West Ham,Burnley,1,0,H,1.79,3.67,4.93,2020
2021-01-17,Leeds,Brighton,0,1,A,2.26,3.55,3.22,2020
2021-01-17,Fulham,Chelsea,0,1,A,6.49,4.18,1.56,2020
2021-01-17,Leicester,Southampton,2,0,H,1.71,3.89,5.21,2020
2021-01-17,Sheffield Utd,Tottenham,1,3,A,4.81,3.62,1.82,2020
2021-01-18,Liverpool,Manchester Utd,0,0,D,1.95,3.88,3.78,2020
2021-01-18,Manchester City,Crystal Palace,4,0,H,1.18,7.68,17.0,2020
2021-01-19,Arsenal,Newcastle,3,0,H,1.43,4.79,8.02,2020
2021-01-20,West Ham,West Brom,2,1,H,1.54,4.26,6.58,2020
2021-01-20,Leicester,Chelsea,2,0,H,2.8,3.49,2.55,2020
2021-01-21,Manchester City,Aston Villa,2,0,H,1.31,5.85,10.01,2020
2021-01-21,Fulham,Manchester Utd,1,2,A,5.73,4.12,1.62,2020
2021-01-22,Liverpool,Burnley,0,1,A,1.32,5.6,9.99,2020
2021-01-24,Aston Villa,Newcastle,2,0,H,1.52,4.65,6.23,2020
2021-01-27,Newcastle,Leeds,1,2,A,4.08,4.01,1.85,2020
2021-01-27,Crystal Palace,West Ham,2,3,A,3.6,3.37,2.17,2020
2021-01-27,West Brom,Manchester City,0,5,A,19.39,8.36,1.15,2020
2021-01-27,Southampton,Arsenal,1,3,A,3.58,3.74,2.05,2020
2021-01-28,Chelsea,Wolves,0,0,D,1.65,3.88,5.87,2020
2021-01-28,Burnley,Aston Villa,3,2,H,4.43,3.73,1.84,2020
2021-01-28,Brighton,Fulham,0,0,D,2.06,3.38,3.95,2020
2021-01-28,Manchester Utd,Sheffield Utd,1,2,A,1.28,6.08,11.06,2020
2021-01-28,Everton,Leicester,1,1,D,3.22,3.29,2.38,2020
2021-01-29,Tottenham,Liverpool,1,3,A,3.61,3.86,2.0,2020
2021-01-30,Everton,Newcastle,0,2,A,1.57,4.09,6.5,2020
2021-01-31,West Brom,Fulham,2,2,D,3.54,3.28,2.23,2020
2021-01-31,Manchester City,Sheffield Utd,1,0,H,1.17,7.76,19.19,2020
2021-01-31,Crystal Palace,Wolves,1,0,H,2.97,3.12,2.65,2020
2021-01-31,Arsenal,Manchester Utd,0,0,D,3.55,3.58,2.11,2020
2021-01-31,Southampton,Aston Villa,0,1,A,3.28,3.71,2.17,2020
2021-01-31,Chelsea,Burnley,2,0,H,1.33,5.29,10.46,2020
2021-01-31,Leicester,Leeds,1,3,A,1.85,3.87,4.23,2020
2021-02-01,West Ham,Liverpool,1,3,A,3.55,3.75,2.06,2020
2021-02-01,Brighton,Tottenham,1,0,H,3.31,3.39,2.3,2020
2021-02-03,Wolves,Arsenal,2,1,H,3.69,3.29,2.18,2020
2021-02-03,Sheffield Utd,West Brom,2,1,H,2.12,3.39,3.75,2020
2021-02-03,Newcastle,Crystal Palace,1,2,A,2.94,3.33,2.53,2020
2021-02-03,Manchester Utd,Southampton,9,0,H,1.45,4.87,7.18,2020
2021-02-04,Fulham,Leicester,0,2,A,3.85,3.39,2.07,2020
2021-02-04,Burnley,Manchester City,0,2,A,16.31,6.99,1.2,2020
2021-02-04,Leeds,Everton,1,2,A,2.6,3.53,2.74,2020
2021-02-04,Liverpool,Brighton,0,1,A,1.49,4.64,6.63,2020
2021-02-04,Aston Villa,West Ham,1,3,A,2.34,3.5,3.12,2020
2021-02-05,Tottenham,Chelsea,0,1,A,4.04,3.49,1.99,2020
2021-02-06,Aston Villa,Arsenal,1,0,H,3.0,3.5,2.41,2020
2021-02-07,Newcastle,Southampton,3,2,H,3.32,3.49,2.25,2020
2021-02-07,Burnley,Brighton,1,1,D,3.71,3.2,2.2,2020
2021-02-07,Fulham,West Ham,0,0,D,4.15,3.71,1.9,2020
2021-02-07,Manchester Utd,Everton,3,3,D,1.62,4.19,5.58,2020
2021-02-07,Tottenham,West Brom,2,0,H,1.39,5.01,8.71,2020
2021-02-07,Wolves,Leicester,0,0,D,3.39,3.26,2.31,2020
2021-02-08,Liverpool,Manchester City,1,4,A,3.19,3.65,2.24,2020
2021-02-08,Sheffield Utd,Chelsea,1,2,A,7.15,4.32,1.5,2020
2021-02-09,Leeds,Crystal Palace,2,0,H,1.81,3.75,4.41,2020
2021-02-13,Leicester,Liverpool,3,1,H,3.79,3.9,1.95,2020
2021-02-14,Crystal Palace,Burnley,0,3,A,2.83,3.15,2.76,2020
2021-02-14,Manchester City,Tottenham,3,0,H,1.34,5.78,8.68,2020
2021-02-14,Brighton,Aston Villa,0,0,D,2.94,3.37,2.52,2020
2021-02-14,Southampton,Wolves,1,2,A,2.3,3.29,3.43,2020
2021-02-14,West Brom,Manchester Utd,1,1,D,9.98,5.91,1.3,2020
2021-02-15,Arsenal,Leeds,4,2,H,1.81,3.86,4.17,2020
2021-02-15,Everton,Fulham,0,2,A,2.04,3.4,4.0,2020
2021-02-16,West Ham,Sheffield Utd,3,0,H,2.0,3.36,4.21,2020
2021-02-16,Chelsea,Newcastle,2,0,H,1.29,5.89,11.07,2020
2021-02-18,Burnley,Fulham,1,1,D,2.95,3.19,2.61,2020
2021-02-18,Everton,Manchester City,1,3,A,11.26,5.79,1.29,2020
2021-02-20,Wolves,Leeds,1,0,H,2.31,3.39,3.26,2020
2021-02-20,Southampton,Chelsea,1,1,D,4.86,3.84,1.76,2020
2021-02-21,Burnley,West Brom,0,0,D,2.15,3.3,3.73,2020
2021-02-21,Liverpool,Everton,0,2,A,1.38,5.33,7.97,2020
2021-02-21,Fulham,Sheffield Utd,1,0,H,1.99,3.37,4.23,2020
2021-02-21,West Ham,Tottenham,2,1,H,3.07,3.44,2.4,2020
2021-02-21,Aston Villa,Leicester,1,2,A,3.75,3.71,2.01,2020
2021-02-22,Arsenal,Manchester City,0,1,A,7.02,4.56,1.48,2020
2021-02-22,Manchester Utd,Newcastle,3,1,H,1.33,5.54,9.93,2020
2021-02-23,Brighton,Crystal Palace,1,2,A,1.77,3.51,5.39,2020
2021-02-24,Leeds,Southampton,3,0,H,2.17,3.67,3.33,2020
2021-02-27,Manchester City,West Ham,2,1,H,1.26,6.47,11.76,2020
2021-02-28,West Brom,Brighton,1,0,H,4.55,3.55,1.87,2020
2021-02-28,Leeds,Aston Villa,0,1,A,2.06,3.81,3.49,2020
2021-02-28,Newcastle,Wolves,1,1,D,3.65,3.17,2.25,2020
2021-02-28,Leicester,Arsenal,1,3,A,2.38,3.37,3.18,2020
2021-02-28,Crystal Palace,Fulham,0,0,D,3.53,3.24,2.25,2020
2021-02-28,Tottenham,Burnley,4,0,H,1.5,4.31,7.37,2020
2021-03-01,Chelsea,Manchester Utd,0,0,D,2.35,3.39,3.18,2020
2021-03-01,Sheffield Utd,Liverpool,0,2,A,8.24,5.3,1.38,2020
2021-03-02,Everton,Southampton,1,0,H,2.15,3.49,3.53,2020
2021-03-03,Manchester City,Wolves,4,1,H,1.22,6.62,15.39,2020
2021-03-04,Sheffield Utd,Aston Villa,1,0,H,3.71,3.47,2.1,2020
2021-03-04,Burnley,Leicester,1,1,D,3.98,3.19,2.13,2020
2021-03-04,Crystal Palace,Manchester Utd,0,0,D,7.79,4.71,1.44,2020
2021-03-05,West Brom,Everton,0,1,A,4.08,3.53,1.98,2020
2021-03-05,Fulham,Tottenham,0,1,A,4.01,3.48,2.01,2020
2021-03-05,Liverpool,Chelsea,0,1,A,2.2,3.52,3.36,2020
2021-03-06,Burnley,Arsenal,1,1,D,5.09,3.69,1.76,2020
2021-03-07,Sheffield Utd,Southampton,0,2,A,3.8,3.4,2.1,2020
2021-03-07,Aston Villa,Wolves,0,0,D,2.57,3.2,2.98,2020
2021-03-07,Brighton,Leicester,1,2,A,2.55,3.21,3.04,2020
2021-03-07,West Brom,Newcastle,0,0,D,2.37,3.23,3.31,2020
2021-03-07,Liverpool,Fulham,0,1,A,1.6,4.1,6.12,2020
2021-03-08,Manchester City,Manchester Utd,0,2,A,1.5,4.44,6.91,2020
2021-03-08,Tottenham,Crystal Palace,4,1,H,1.54,4.17,6.73,2020
2021-03-09,Chelsea,Everton,2,0,H,1.62,3.94,6.1,2020
2021-03-09,West Ham,Leeds,2,0,H,2.25,3.65,3.17,2020
2021-03-11,Manchester City,Southampton,5,2,H,1.18,7.51,17.46,2020
2021-03-13,Newcastle,Aston Villa,1,1,D,3.76,3.37,2.12,2020
2021-03-13,Leeds,Chelsea,0,0,D,5.17,3.94,1.7,2020
2021-03-14,Crystal Palace,West Brom,1,0,H,2.35,3.13,3.46,2020
2021-03-14,Everton,Burnley,1,2,A,1.99,3.35,4.29,2020
2021-03-14,Fulham,Manchester City,0,3,A,8.62,4.82,1.41,2020
2021-03-14,Southampton,Brighton,1,2,A,3.27,3.21,2.4,2020
2021-03-14,Leicester,Sheffield Utd,5,0,H,1.52,4.06,7.56,2020
2021-03-15,Arsenal,Tottenham,2,1,H,2.66,3.35,2.78,2020
2021-03-15,Manchester Utd,West Ham,1,0,H,1.8,3.61,4.93,2020
2021-03-16,Wolves,Liverpool,0,1,A,5.79,3.91,1.64,2020
2021-03-20,Fulham,Leeds,1,2,A,2.56,3.36,2.88,2020
2021-03-21,Brighton,Newcastle,3,0,H,1.7,3.61,5.87,2020
2021-03-22,West Ham,Arsenal,3,3,D,3.55,3.51,2.14,2020
2021-03-22,Aston Villa,Tottenham,0,2,A,3.1,3.45,2.37,2020
2021-04-03,Chelsea,West Brom,2,5,A,1.28,5.87,12.78,2020
2021-04-03,Leeds,Sheffield Utd,2,1,H,1.56,4.23,6.28,2020
2021-04-04,Leicester,Manchester City,0,2,A,5.45,4.01,1.67,2020
2021-04-04,Arsenal,Liverpool,0,3,A,2.92,3.63,2.4,2020
2021-04-04,Southampton,Burnley,3,2,H,2.02,3.41,4.07,2020
2021-04-04,Newcastle,Tottenham,2,2,D,5.57,3.89,1.67,2020
2021-04-05,Aston Villa,Fulham,3,1,H,2.52,3.21,3.08,2020
2021-04-05,Manchester Utd,Brighton,2,1,H,1.67,3.94,5.51,2020
2021-04-06,Everton,Crystal Palace,1,1,D,1.84,3.51,4.88,2020
2021-04-06,Wolves,West Ham,2,3,A,2.91,3.2,2.65,2020
2021-04-10,Fulham,Wolves,0,1,A,2.65,3.12,2.97,2020
2021-04-10,Manchester City,Leeds,1,2,A,1.39,5.25,8.07,2020
2021-04-10,Liverpool,Aston Villa,2,1,H,1.47,4.7,7.0,2020
2021-04-11,Crystal Palace,Chelsea,1,4,A,7.56,4.26,1.5,2020
2021-04-11,Burnley,Newcastle,1,2,A,2.28,3.35,3.36,2020
2021-04-11,West Ham,Leicester,3,2,H,3.21,3.3,2.38,2020
2021-04-12,Tottenham,Manchester Utd,1,3,A,2.95,3.59,2.41,2020
2021-04-12,Sheffield Utd,Arsenal,0,3,A,5.67,3.89,1.66,2020
2021-04-13,West Brom,Southampton,3,0,H,3.62,3.61,2.08,2020
2021-04-13,Brighton,Everton,0,0,D,2.15,3.51,3.54,2020
2021-04-17,Everton,Tottenham,2,2,D,3.55,3.49,2.15,2020
2021-04-17,Newcastle,West Ham,3,2,H,3.47,3.44,2.2,2020
2021-04-18,Wolves,Sheffield Utd,1,0,H,1.79,3.47,5.35,2020
2021-04-18,Arsenal,Fulham,1,1,D,1.84,3.71,4.53,2020
2021-04-19,Manchester Utd,Burnley,3,1,H,1.36,5.29,9.03,2020
2021-04-20,Leeds,Liverpool,1,1,D,5.27,4.5,1.61,2020
2021-04-21,Chelsea,Brighton,0,0,D,1.68,3.74,5.8,2020
2021-04-22,Tottenham,Southampton,2,1,H,1.85,3.84,4.27,2020
2021-04-22,Aston Villa,Manchester City,1,2,A,9.94,5.35,1.34,2020
2021-04-23,Leicester,West Brom,3,0,H,1.63,4.0,5.82,2020
2021-04-24,Arsenal,Everton,0,1,A,2.04,3.58,3.81,2020
2021-04-24,Liverpool,Newcastle,1,1,D,1.22,7.41,12.68,2020
2021-04-25,West Ham,Chelsea,0,1,A,5.26,4.01,1.68,2020
2021-04-25,Sheffield Utd,Brighton,1,0,H,6.37,3.98,1.59,2020
2021-04-25,Wolves,Burnley,0,4,A,2.33,3.14,3.52,2020
2021-04-25,Leeds,Manchester Utd,0,0,D,4.39,3.97,1.81,2020
2021-04-26,Aston Villa,West Brom,2,2,D,2.09,3.52,3.72,2020
2021-04-27,Leicester,Crystal Palace,2,1,H,1.44,4.71,8.13,2020
2021-05-01,Southampton,Leicester,1,1,D,4.16,3.83,1.88,2020
2021-05-01,Crystal Palace,Manchester City,0,2,A,10.11,5.46,1.33,2020
2021-05-01,Brighton,Leeds,2,0,H,2.09,3.55,3.67,2020
2021-05-02,Chelsea,Fulham,2,0,H,1.48,4.25,8.2,2020
2021-05-02,Everton,Aston Villa,1,2,A,1.97,3.77,3.83,2020
2021-05-02,Newcastle,Arsenal,0,2,A,3.83,3.65,2.01,2020
2021-05-03,Tottenham,Sheffield Utd,4,0,H,1.33,5.5,9.99,2020
2021-05-04,West Brom,Wolves,1,1,D,2.57,3.16,3.04,2020
2021-05-04,Burnley,West Ham,1,2,A,3.07,3.56,2.33,2020
2021-05-08,Leicester,Newcastle,2,4,A,1.39,4.92,8.69,2020
2021-05-08,Leeds,Tottenham,3,1,H,3.96,3.96,1.9,2020
2021-05-08,Sheffield Utd,Crystal Palace,0,2,A,2.97,3.22,2.58,2020
2021-05-09,Manchester City,Chelsea,1,2,A,2.04,3.41,4.02,2020
2021-05-09,Liverpool,Southampton,2,0,H,1.31,6.0,9.75,2020
2021-05-09,Wolves,Brighton,2,1,H,3.91,3.33,2.11,2020
2021-05-09,Aston Villa,Manchester Utd,1,3,A,4.51,4.02,1.77,2020
2021-05-10,West Ham,Everton,0,1,A,2.14,3.55,3.51,2020
2021-05-10,Arsenal,West Brom,3,1,H,1.5,4.56,6.74,2020
2021-05-11,Fulham,Burnley,0,2,A,2.24,3.45,3.39,2020
2021-05-12,Manchester Utd,Leicester,1,2,A,3.65,3.55,2.1,2020
2021-05-12,Southampton,Crystal Palace,3,1,H,1.9,3.81,4.06,2020
2021-05-13,Chelsea,Arsenal,0,1,A,1.93,3.43,4.43,2020
