Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2,Season
2023-10-28,Bournemouth,Burnley,2,1,H,2.17,3.6,3.39,2023
2023-10-28,Arsenal,Sheffield Utd,5,0,H,1.13,9.77,21.6,2023
2023-10-29,Wolves,Newcastle,2,2,D,4.31,3.9,1.85,2023
2023-10-29,West Ham,Everton,0,1,A,2.09,3.7,3.52,2023
2023-10-29,Liverpool,Nottingham,3,0,H,1.23,7.07,12.01,2023
2023-10-29,Brighton,Fulham,1,1,D,1.62,4.34,5.31,2023
2023-10-29,Aston Villa,Luton,3,1,H,1.34,5.89,8.65,2023
2023-10-30,Manchester Utd,Manchester City,0,3,A,5.47,4.25,1.63,2023
2023-11-04,Fulham,Manchester Utd,0,1,A,3.03,3.59,2.37,2023
2023-11-05,Sheffield Utd,Wolves,2,1,H,4.15,3.69,1.93,2023
2023-11-05,Manchester City,Bournemouth,6,1,H,1.1,12.03,26.88,2023
2023-11-05,Everton,Brighton,1,1,D,2.84,3.62,2.48,2023
2023-11-05,Burnley,Crystal Palace,0,2,A,3.41,3.17,2.36,2023
2023-11-05,Brentford,West Ham,3,2,H,2.15,3.69,3.39,2023
2023-11-05,Newcastle,Arsenal,1,0,H,2.81,3.23,2.72,2023
2023-11-05,Nottingham,Aston Villa,2,0,H,3.97,3.77,1.94,2023
2023-11-06,Luton,Liverpool,1,1,D,13.47,7.91,1.2,2023
2023-11-07,Tottenham,Chelsea,1,4,A,2.33,3.65,3.06,2023
2023-11-11,Wolves,Tottenham,2,1,H,3.17,3.59,2.3,2023
2023-11-12,Manchester Utd,Luton,1,0,H,1.3,6.01,9.91,2023
2023-11-12,Crystal Palace,Everton,2,3,A,2.64,3.14,2.95,2023
2023-11-12,Arsenal,Burnley,3,1,H,1.2,7.16,16.05,2023
2023-11-12,Bournemouth,Newcastle,2,0,H,3.98,3.73,1.95,2023
2023-11-12,West Ham,Nottingham,3,2,H,1.81,3.81,4.61,2023
2023-11-12,Liverpool,Brentford,3,0,H,1.39,5.52,7.64,2023
2023-11-12,Brighton,Sheffield Utd,1,1,D,1.28,6.22,10.8,2023
2023-11-12,Aston Villa,Fulham,3,1,H,1.65,4.2,5.31,2023
2023-11-13,Chelsea,Manchester City,4,4,D,4.73,3.92,1.77,2023
2023-11-25,Manchester City,Liverpool,1,1,D,1.72,4.29,4.55,2023
2023-11-26,Sheffield Utd,Bournemouth,1,3,A,3.42,3.51,2.2,2023
2023-11-26,Nottingham,Brighton,2,3,A,3.64,3.62,2.08,2023
2023-11-26,Newcastle,Chelsea,4,1,H,2.69,3.56,2.62,2023
2023-11-26,Luton,Crystal Palace,2,1,H,4.03,3.36,2.03,2023
2023-11-26,Burnley,West Ham,1,2,A,3.54,3.48,2.15,2023
2023-11-26,Brentford,Arsenal,0,1,A,5.72,4.07,1.62,2023
2023-11-26,Tottenham,Aston Villa,1,2,A,2.62,3.79,2.58,2023
2023-11-27,Everton,Manchester Utd,0,3,A,2.71,3.44,2.67,2023
2023-11-28,Fulham,Wolves,3,2,H,2.41,3.33,3.15,2023
2023-12-03,Burnley,Sheffield Utd,5,0,H,1.75,3.75,5.12,2023
2023-12-03,Brentford,Luton,3,1,H,1.54,4.42,6.39,2023
2023-12-03,Arsenal,Wolves,2,1,H,1.24,6.47,13.23,2023
2023-12-03,Nottingham,Everton,0,1,A,2.87,3.16,2.73,2023
2023-12-03,Newcastle,Manchester Utd,1,0,H,2.01,3.78,3.69,2023
2023-12-03,West Ham,Crystal Palace,1,1,D,1.96,3.59,4.14,2023
2023-12-03,Liverpool,Fulham,4,3,H,1.25,6.96,11.58,2023
2023-12-03,Chelsea,Brighton,3,2,H,1.65,4.36,5.15,2023
2023-12-03,Bournemouth,Aston Villa,2,2,D,3.23,3.97,2.12,2023
2023-12-04,Manchester City,Tottenham,3,3,D,1.26,7.09,10.62,2023
2023-12-06,Wolves,Burnley,1,0,H,1.93,3.64,4.22,2023
2023-12-06,Luton,Arsenal,3,4,A,16.16,7.19,1.21,2023
2023-12-07,Sheffield Utd,Liverpool,0,2,A,14.51,7.99,1.2,2023
2023-12-07,Fulham,Nottingham,5,0,H,2.02,3.48,3.95,2023
2023-12-07,Crystal Palace,Bournemouth,0,2,A,2.27,3.48,3.27,2023
2023-12-07,Brighton,Brentford,2,1,H,1.77,4.07,4.5,2023
2023-12-07,Manchester Utd,Chelsea,2,1,H,2.79,3.6,2.52,2023
2023-12-07,Aston Villa,Manchester City,1,0,H,5.14,4.3,1.65,2023
2023-12-08,Everton,Newcastle,3,0,H,3.21,3.49,2.31,2023
2023-12-08,Tottenham,West Ham,1,2,A,1.69,4.3,4.83,2023
2023-12-09,Crystal Palace,Liverpool,1,2,A,6.71,4.69,1.49,2023
2023-12-10,Wolves,Nottingham,1,1,D,1.91,3.44,4.57,2023
2023-12-10,Sheffield Utd,Brentford,1,0,H,4.69,3.91,1.77,2023
2023-12-10,Manchester Utd,Bournemouth,0,3,A,1.66,4.46,4.8,2023
2023-12-10,Brighton,Burnley,1,1,D,1.53,4.54,6.31,2023
2023-12-10,Aston Villa,Arsenal,1,0,H,3.66,3.77,2.03,2023
2023-12-10,Luton,Manchester City,1,2,A,14.97,7.58,1.19,2023
2023-12-10,Fulham,West Ham,5,0,H,2.24,3.54,3.27,2023
2023-12-10,Everton,Chelsea,2,0,H,2.57,3.53,2.77,2023
2023-12-11,Tottenham,Newcastle,4,1,H,2.08,3.93,3.34,2023
2023-12-16,Nottingham,Tottenham,0,2,A,4.99,4.22,1.68,2023
2023-12-17,Newcastle,Fulham,3,0,H,1.88,3.85,4.12,2023
2023-12-17,Manchester City,Crystal Palace,2,2,D,1.18,7.68,18.19,2023
2023-12-17,Chelsea,Sheffield Utd,2,0,H,1.2,7.73,13.93,2023
2023-12-17,Burnley,Everton,0,2,A,3.38,3.51,2.2,2023
2023-12-17,West Ham,Wolves,3,0,H,1.97,3.64,4.03,2023
2023-12-17,Brentford,Aston Villa,1,2,A,3.23,3.5,2.29,2023
2023-12-17,Arsenal,Brighton,2,0,H,1.49,4.79,6.59,2023
2023-12-18,Liverpool,Manchester Utd,0,0,D,1.36,5.9,7.87,2023
2023-12-22,Crystal Palace,Brighton,1,1,D,3.31,3.42,2.29,2023
2023-12-23,Aston Villa,Sheffield Utd,1,1,D,1.22,7.27,13.2,2023
2023-12-23,West Ham,Manchester Utd,2,0,H,2.23,3.8,3.16,2023
2023-12-24,Tottenham,Everton,2,1,H,1.72,4.31,4.59,2023
2023-12-24,Nottingham,Bournemouth,2,3,A,2.88,3.48,2.52,2023
2023-12-24,Luton,Newcastle,1,0,H,5.3,4.19,1.64,2023
2023-12-24,Fulham,Burnley,0,2,A,1.72,3.88,5.11,2023
2023-12-24,Liverpool,Arsenal,1,1,D,2.46,3.67,2.83,2023
2023-12-24,Wolves,Chelsea,2,1,H,3.35,3.68,2.16,2023
2023-12-26,Newcastle,Nottingham,1,3,A,1.42,5.05,7.64,2023
2023-12-27,Sheffield Utd,Luton,2,3,A,2.48,3.26,3.1,2023
2023-12-27,Bournemouth,Fulham,3,0,H,1.96,3.84,3.79,2023
2023-12-27,Burnley,Liverpool,0,2,A,7.94,5.38,1.38,2023
2023-12-27,Manchester Utd,Aston Villa,3,2,H,2.35,3.78,2.91,2023
2023-12-28,Chelsea,Crystal Palace,2,1,H,1.77,3.77,4.8,2023
2023-12-28,Brentford,Wolves,1,4,A,2.23,3.43,3.42,2023
2023-12-28,Everton,Manchester City,1,3,A,5.69,4.01,1.63,2023
2023-12-29,Brighton,Tottenham,4,2,H,2.53,3.86,2.64,2023
2023-12-29,Arsenal,West Ham,0,2,A,1.3,6.03,10.07,2023
2023-12-30,Luton,Chelsea,2,3,A,5.51,4.48,1.59,2023
2023-12-31,Wolves,Everton,3,0,H,2.89,3.26,2.63,2023
2023-12-31,Manchester City,Sheffield Utd,2,0,H,1.07,13.59,30.2,2023
2023-12-31,Crystal Palace,Brentford,3,1,H,2.14,3.29,3.82,2023
2023-12-31,Aston Villa,Burnley,3,2,H,1.41,5.19,7.51,2023
2023-12-31,Nottingham,Manchester Utd,2,1,H,3.3,3.67,2.19,2023
2023-12-31,Tottenham,Bournemouth,3,1,H,1.77,4.56,3.99,2023
2023-12-31,Fulham,Arsenal,2,1,H,5.99,4.24,1.58,2023
2024-01-02,Liverpool,Newcastle,4,2,H,1.39,5.51,7.54,2023
2024-01-03,West Ham,Brighton,0,0,D,3.06,3.65,2.31,2023
2024-01-13,Burnley,Luton,1,1,D,2.15,3.47,3.57,2023
2024-01-13,Chelsea,Fulham,1,0,H,1.64,4.19,5.25,2023
2024-01-14,Newcastle,Manchester City,2,3,A,4.94,4.17,1.69,2023
2024-01-14,Everton,Aston Villa,0,0,D,2.58,3.58,2.74,2023
2024-01-15,Manchester Utd,Tottenham,2,2,D,2.05,3.98,3.38,2023
2024-01-20,Arsenal,Crystal Palace,5,0,H,1.28,5.98,12.02,2023
2024-01-21,Brentford,Nottingham,3,2,H,1.8,3.83,4.6,2023
2024-01-21,Sheffield Utd,West Ham,2,2,D,2.97,3.38,2.49,2023
2024-01-22,Bournemouth,Liverpool,0,4,A,4.41,4.41,1.71,2023
2024-01-23,Brighton,Wolves,0,0,D,1.67,4.21,4.98,2023
2024-01-31,Nottingham,Arsenal,1,2,A,8.68,5.11,1.39,2023
2024-01-31,Luton,Brighton,4,0,H,4.24,4.06,1.81,2023
2024-01-31,Fulham,Everton,0,0,D,2.25,3.26,3.54,2023
2024-01-31,Crystal Palace,Sheffield Utd,3,2,H,1.62,3.99,5.99,2023
2024-01-31,Aston Villa,Newcastle,1,3,A,1.88,4.04,3.91,2023
2024-02-01,Tottenham,Brentford,3,2,H,1.64,4.46,4.97,2023
2024-02-01,Manchester City,Burnley,3,1,H,1.11,11.4,22.97,2023
2024-02-01,Liverpool,Chelsea,4,1,H,1.65,4.43,4.88,2023
2024-02-02,West Ham,Bournemouth,1,1,D,2.41,3.62,2.87,2023
2024-02-02,Wolves,Manchester Utd,3,4,A,2.95,3.51,2.43,2023
2024-02-03,Everton,Tottenham,2,2,D,3.15,3.77,2.19,2023
2024-02-04,Newcastle,Luton,4,4,D,1.53,4.69,6.01,2023
2024-02-04,Burnley,Fulham,2,2,D,2.94,3.32,2.53,2023
2024-02-04,Brighton,Crystal Palace,4,1,H,1.72,3.85,5.16,2023
2024-02-04,Sheffield Utd,Aston Villa,0,5,A,5.18,4.32,1.64,2023
2024-02-04,Manchester Utd,West Ham,3,0,H,1.56,4.53,5.74,2023
2024-02-04,Chelsea,Wolves,2,4,A,1.54,4.45,5.89,2023
2024-02-04,Bournemouth,Nottingham,1,1,D,1.66,4.37,4.93,2023
2024-02-05,Arsenal,Liverpool,3,1,H,2.22,3.68,3.21,2023
2024-02-06,Brentford,Manchester City,1,3,A,8.12,5.53,1.37,2023
2024-02-10,Manchester City,Everton,2,0,H,1.23,7.08,12.89,2023
2024-02-11,Wolves,Brentford,0,2,A,2.19,3.59,3.33,2023
2024-02-11,Tottenham,Brighton,2,1,H,1.75,4.53,4.12,2023
2024-02-11,Luton,Sheffield Utd,1,3,A,1.71,3.99,4.92,2023
2024-02-11,Liverpool,Burnley,3,1,H,1.17,8.74,16.05,2023
2024-02-11,Fulham,Bournemouth,3,1,H,2.55,3.55,2.77,2023
2024-02-11,Nottingham,Newcastle,2,3,A,3.26,3.79,2.15,2023
2024-02-11,West Ham,Arsenal,0,6,A,6.29,4.35,1.54,2023
2024-02-12,Aston Villa,Manchester Utd,1,2,A,2.16,3.92,3.17,2023
2024-02-13,Crystal Palace,Chelsea,1,3,A,4.97,4.02,1.71,2023
2024-02-17,Brentford,Liverpool,1,4,A,4.87,4.39,1.66,2023
2024-02-18,Tottenham,Wolves,1,2,A,1.53,4.97,5.58,2023
2024-02-18,Nottingham,West Ham,2,0,H,2.28,3.54,3.2,2023
2024-02-18,Newcastle,Bournemouth,2,2,D,1.98,3.99,3.54,2023
2024-02-18,Fulham,Aston Villa,1,2,A,2.98,3.73,2.31,2023
2024-02-18,Burnley,Arsenal,0,5,A,10.11,5.91,1.31,2023
2024-02-18,Manchester City,Chelsea,1,1,D,1.33,6.16,8.21,2023
2024-02-18,Sheffield Utd,Brighton,0,5,A,4.75,4.29,1.69,2023
2024-02-19,Luton,Manchester Utd,1,2,A,4.17,4.16,1.8,2023
2024-02-20,Everton,Crystal Palace,1,1,D,1.81,3.51,5.06,2023
2024-02-21,Manchester City,Brentford,1,0,H,1.19,8.04,13.94,2023
2024-02-22,Liverpool,Luton,4,1,H,1.26,6.85,10.57,2023
2024-02-25,Manchester Utd,Fulham,1,2,A,1.65,4.3,5.09,2023
2024-02-25,Crystal Palace,Burnley,3,0,H,2.0,3.48,4.05,2023
2024-02-25,Brighton,Everton,1,1,D,1.89,3.92,3.99,2023
2024-02-25,Aston Villa,Nottingham,4,2,H,1.58,4.55,5.47,2023
2024-02-25,Bournemouth,Manchester City,0,1,A,6.68,4.93,1.46,2023
2024-02-25,Arsenal,Newcastle,4,1,H,1.36,5.69,8.29,2023
2024-02-25,Wolves,Sheffield Utd,1,0,H,1.49,4.59,6.84,2023
2024-02-27,West Ham,Brentford,4,2,H,2.35,3.55,3.07,2023
2024-03-03,Tottenham,Crystal Palace,3,1,H,1.54,4.6,6.03,2023
2024-03-03,Nottingham,Liverpool,0,1,A,5.23,4.47,1.62,2023
2024-03-03,Newcastle,Wolves,3,0,H,1.75,4.23,4.5,2023
2024-03-03,Fulham,Brighton,3,0,H,2.57,3.51,2.79,2023
2024-03-03,Everton,West Ham,1,3,A,2.15,3.58,3.47,2023
2024-03-03,Brentford,Chelsea,2,2,D,3.28,3.75,2.18,2023
2024-03-03,Luton,Aston Villa,2,3,A,4.54,4.47,1.7,2023
2024-03-03,Burnley,Bournemouth,0,2,A,3.72,3.76,2.01,2023
2024-03-04,Manchester City,Manchester Utd,3,1,H,1.26,6.91,10.48,2023
2024-03-05,Sheffield Utd,Arsenal,0,6,A,16.58,7.86,1.18,2023
2024-03-09,Manchester Utd,Everton,2,0,H,1.91,3.8,4.09,2023
2024-03-10,Wolves,Fulham,2,1,H,2.49,3.47,2.92,2023
2024-03-10,Crystal Palace,Luton,1,1,D,1.88,3.79,4.2,2023
2024-03-10,Bournemouth,Sheffield Utd,2,2,D,1.36,5.66,8.36,2023
2024-03-10,Arsenal,Brentford,2,1,H,1.21,7.32,13.82,2023
2024-03-10,Aston Villa,Tottenham,0,4,A,2.48,3.88,2.66,2023
2024-03-10,West Ham,Burnley,2,2,D,1.65,4.16,5.38,2023
2024-03-10,Brighton,Nottingham,1,0,H,1.64,4.32,5.2,2023
2024-03-11,Liverpool,Manchester City,1,1,D,3.46,3.9,2.06,2023
2024-03-12,Chelsea,Newcastle,3,2,H,1.87,4.2,3.89,2023
2024-03-14,Bournemouth,Luton,4,3,H,1.53,4.89,5.73,2023
2024-03-17,Luton,Nottingham,1,1,D,2.64,3.62,2.64,2023
2024-03-17,Burnley,Brentford,2,1,H,3.14,3.69,2.26,2023
2024-03-17,Fulham,Tottenham,3,0,H,3.39,3.99,2.04,2023
2024-03-17,West Ham,Aston Villa,1,1,D,2.47,3.71,2.79,2023
2024-03-30,Newcastle,West Ham,4,3,H,1.86,4.19,3.93,2023
2024-03-31,Tottenham,Luton,2,1,H,1.21,8.06,11.49,2023
2024-03-31,Sheffield Utd,Fulham,3,3,D,4.82,4.12,1.72,2023
2024-03-31,Nottingham,Crystal Palace,1,1,D,2.27,3.38,3.37,2023
2024-03-31,Chelsea,Burnley,2,2,D,1.27,6.63,10.59,2023
2024-03-31,Bournemouth,Everton,2,1,H,2.21,3.71,3.24,2023
2024-03-31,Aston Villa,Wolves,2,0,H,1.54,4.43,6.45,2023
2024-03-31,Brentford,Manchester Utd,1,1,D,3.34,3.99,2.08,2023
2024-03-31,Liverpool,Brighton,2,1,H,1.31,6.41,9.12,2023
2024-04-01,Manchester City,Arsenal,0,0,D,2.07,3.66,3.64,2023
2024-04-03,Nottingham,Fulham,3,1,H,2.74,3.46,2.64,2023
2024-04-03,Newcastle,Everton,1,1,D,2.01,3.8,3.69,2023
2024-04-03,Burnley,Wolves,1,1,D,2.36,3.56,3.06,2023
2024-04-03,Bournemouth,Crystal Palace,1,0,H,1.9,3.83,4.03,2023
2024-04-03,West Ham,Tottenham,1,1,D,3.43,4.23,1.99,2023
2024-04-04,Brentford,Brighton,0,0,D,2.51,3.75,2.73,2023
2024-04-04,Arsenal,Luton,2,0,H,1.14,9.94,18.87,2023
2024-04-04,Manchester City,Aston Villa,4,1,H,1.23,7.11,12.67,2023
2024-04-05,Liverpool,Sheffield Utd,3,1,H,1.07,15.69,26.08,2023
2024-04-05,Chelsea,Manchester Utd,4,3,H,1.83,4.33,3.96,2023
2024-04-06,Crystal Palace,Manchester City,2,4,A,9.11,5.3,1.36,2023
2024-04-06,Wolves,West Ham,1,2,A,2.83,3.5,2.5,2023
2024-04-06,Luton,Bournemouth,2,1,H,3.8,3.97,1.93,2023
2024-04-06,Fulham,Newcastle,0,1,A,2.45,3.68,2.82,2023
2024-04-06,Everton,Burnley,1,0,H,1.77,3.92,4.75,2023
2024-04-06,Aston Villa,Brentford,3,3,D,1.66,4.16,5.28,2023
2024-04-07,Brighton,Arsenal,0,3,A,6.25,4.58,1.52,2023
2024-04-07,Manchester Utd,Liverpool,2,2,D,4.94,4.84,1.6,2023
2024-04-08,Sheffield Utd,Chelsea,2,2,D,6.57,5.29,1.44,2023
2024-04-08,Tottenham,Nottingham,3,1,H,1.44,5.34,6.48,2023
2024-04-13,Newcastle,Tottenham,4,0,H,2.66,4.05,2.45,2023
2024-04-13,Nottingham,Wolves,2,2,D,2.07,3.53,3.76,2023
2024-04-13,Manchester City,Luton,5,1,H,1.09,13.32,24.07,2023
2024-04-13,Burnley,Brighton,1,1,D,3.89,3.98,1.9,2023
2024-04-13,Brentford,Sheffield Utd,2,0,H,1.5,4.9,6.14,2023
2024-04-14,Bournemouth,Manchester Utd,2,2,D,2.41,4.0,2.72,2023
2024-04-14,West Ham,Fulham,0,2,A,2.45,3.61,2.88,2023
2024-04-14,Liverpool,Crystal Palace,0,1,A,1.2,7.91,13.66,2023
2024-04-15,Arsenal,Aston Villa,0,2,A,1.26,6.67,11.38,2023
2024-04-16,Chelsea,Everton,6,0,H,1.7,4.2,4.9,2023
2024-04-20,Sheffield Utd,Burnley,1,4,A,2.67,3.55,2.66,2023
2024-04-20,Luton,Brentford,1,5,A,2.9,3.65,2.4,2023
2024-04-21,Wolves,Arsenal,0,2,A,11.15,6.2,1.28,2023
2024-04-21,Everton,Nottingham,2,0,H,2.27,3.33,3.45,2023
2024-04-21,Crystal Palace,West Ham,5,2,H,2.24,3.52,3.28,2023
2024-04-21,Aston Villa,Bournemouth,3,1,H,1.86,4.11,3.97,2023
2024-04-22,Fulham,Liverpool,1,3,A,4.6,4.43,1.69,2023
2024-04-24,Arsenal,Chelsea,5,0,H,1.41,5.25,7.67,2023
2024-04-25,Wolves,Bournemouth,0,1,A,2.79,3.67,2.5,2023
2024-04-25,Manchester Utd,Sheffield Utd,4,2,H,1.32,6.21,8.58,2023
2024-04-25,Everton,Liverpool,2,0,H,7.47,5.21,1.4,2023
2024-04-25,Crystal Palace,Newcastle,2,0,H,3.13,3.68,2.27,2023
2024-04-26,Brighton,Manchester City,0,4,A,8.13,5.81,1.36,2023
2024-04-27,West Ham,Liverpool,2,2,D,5.28,4.91,1.56,2023
2024-04-27,Wolves,Luton,2,1,H,1.9,3.9,3.98,2023
2024-04-27,Newcastle,Sheffield Utd,5,1,H,1.22,7.63,11.66,2023
2024-04-27,Manchester Utd,Burnley,1,1,D,1.51,5.17,5.72,2023
2024-04-27,Fulham,Crystal Palace,1,1,D,2.11,3.52,3.62,2023
2024-04-28,Everton,Brentford,1,0,H,2.85,3.48,2.49,2023
2024-04-28,Aston Villa,Chelsea,2,2,D,2.08,4.04,3.3,2023
2024-04-28,Tottenham,Arsenal,2,3,A,4.43,4.26,1.75,2023
2024-04-28,Bournemouth,Brighton,3,0,H,1.97,4.11,3.53,2023
2024-04-29,Nottingham,Manchester City,0,2,A,10.9,6.11,1.29,2023
2024-05-03,Chelsea,Tottenham,2,0,H,2.46,4.03,2.64,2023
2024-05-04,Luton,Everton,1,1,D,2.77,3.67,2.5,2023
