Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2,Season
2015-08-08,Manchester Utd,Tottenham,1,0,H,1.64,3.93,5.94,2015
2015-08-08,Norwich,Crystal Palace,1,3,A,-,-,-,2015
2015-08-08,Leicester,Sunderland,4,2,H,1.80,3.68,4.81,2015
2015-08-08,Everton,Watford,2,2,D,1.79,3.66,4.97,2015
2015-08-08,Bournemouth,Aston Villa,0,1,A,1.83,3.77,4.51,2015
2015-08-09,Chelsea,Swansea,2,2,D,1.37,4.85,10.54,2015
2015-08-09,Newcastle,Southampton,2,2,D,3.02,3.22,2.54,2015
2015-08-09,Arsenal,West Ham,0,2,A,1.24,6.67,14.38,2015
2015-08-10,Stoke,Liverpool,0,1,A,3.76,3.41,2.10,2015
2015-08-11,West Brom,Manchester City,0,3,A,5.93,4.04,1.63,2015
2015-08-15,Aston Villa,Manchester Utd,0,1,A,5.21,3.65,1.77,2015
2015-08-15,Southampton,Everton,0,3,A,2.01,3.53,3.99,2015
2015-08-15,West Ham,Leicester,1,2,A,2.39,3.42,3.09,2015
2015-08-15,Watford,West Brom,0,0,D,2.05,3.49,3.82,2015
2015-08-15,Tottenham,Stoke,2,2,D,1.70,3.79,5.48,2015
2015-08-15,Swansea,Newcastle,2,0,H,1.85,3.71,4.48,2015
2015-08-15,Sunderland,Norwich,1,3,A,-,-,-,2015
2015-08-16,Crystal Palace,Arsenal,1,2,A,5.10,3.98,1.70,2015
2015-08-17,Manchester City,Chelsea,3,0,H,1.99,3.54,4.05,2015
2015-08-18,Liverpool,Bournemouth,1,0,H,1.52,4.35,7.06,2015
2015-08-22,Manchester Utd,Newcastle,0,0,D,1.34,5.36,10.22,2015
2015-08-22,West Ham,Bournemouth,3,4,A,2.61,3.47,2.80,2015
2015-08-22,Sunderland,Swansea,1,1,D,3.87,3.39,2.08,2015
2015-08-22,Norwich,Stoke,1,1,D,2.17,3.37,3.62,2015
2015-08-22,Leicester,Tottenham,1,1,D,-,-,-,2015
2015-08-22,Crystal Palace,Aston Villa,2,1,H,1.81,3.69,4.79,2015
