Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDS2,Season
2017-04-03,Tampa Bay Rays,New York Yankees,7,3,H,2.00,1.85,2017
2017-04-03,Arizona Diamondbacks,San Francisco Giants,6,5,H,2.27,1.67,2017
2017-04-03,St.Louis Cardinals,Chicago Cubs,4,3,H,2.12,1.75,2017
2017-04-04,Washington Nationals,Miami Marlins,4,2,H,1.46,2.78,2017
2017-04-04,New York Mets,Atlanta Braves,6,0,H,1.54,2.58,2017
2017-04-04,Boston Red Sox,Pittsburgh Pirates,5,3,H,1.65,2.31,2017
2017-04-04,Milwaukee Brewers,Colorado Rockies,5,7,A,2.07,1.79,2017
2017-04-04,Baltimore Orioles,Toronto Blue Jays,3,2,H,1.74,2.14,2017
2017-04-04,Minnesota Twins,Kansas City Royals,7,1,H,1.93,1.91,2017
2017-04-04,Los Angeles Dodgers,San Diego Padres,14,3,H,1.27,3.88,2017
2017-04-04,Cincinnati Reds,Philadelphia Phillies,3,4,A,1.82,2.03,2017
2017-04-04,Texas Rangers,Cleveland Guardians,5,8,A,2.00,1.84,2017
2017-04-04,Houston Astros,Seattle Mariners,3,0,H,1.63,2.34,2017
2017-04-04,Athletics,Los Angeles Angels,4,2,H,1.93,1.91,2017
2017-04-05,Chicago White Sox,Detroit Tigers,3,6,A,2.11,1.77,2017
2017-04-05,Tampa Bay Rays,New York Yankees,0,5,A,1.87,1.94,2017
2017-04-05,Milwaukee Brewers,Colorado Rockies,5,6,A,1.92,1.92,2017
2017-04-05,Texas Rangers,Cleveland Guardians,3,4,A,2.46,1.59,2017
2017-04-05,Houston Astros,Seattle Mariners,2,1,H,1.62,2.40,2017
2017-04-05,St.Louis Cardinals,Chicago Cubs,1,2,A,2.27,1.67,2017
2017-04-05,Arizona Diamondbacks,San Francisco Giants,4,8,A,2.20,1.70,2017
2017-04-05,Athletics,Los Angeles Angels,6,7,A,2.05,1.80,2017
2017-04-05,Los Angeles Dodgers,San Diego Padres,0,4,A,1.41,3.03,2017
2017-04-06,Minnesota Twins,Kansas City Royals,9,1,H,1.90,1.94,2017
