Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2
2024-10-06,2024,San Jose Earthquakes,Real Salt Lake,0,1,A,2.84,3.78,2.23
2024-10-06,2024,Los Angeles Galaxy,Austin FC,2,1,H,1.46,4.99,5.50
2024-10-06,2024,New York City,Nashville SC,3,1,H,1.48,4.58,5.89
2024-10-07,2024,Portland Timbers,FC Dallas,0,0,D,1.47,4.84,5.66
2024-10-13,2024,Columbus Crew,New England Revolution,4,0,H,1.36,5.46,6.99
2024-10-14,2024,Vancouver Whitecaps,Los Angeles FC,1,2,A,3.18,3.66,2.08
2024-10-20,2024,Philadelphia Union,FC Cincinnati,1,2,A,1.93,3.93,3.41
2024-10-20,2024,Orlando City,Atlanta Utd,1,2,A,1.75,4.19,3.94
2024-10-20,2024,New York Red Bulls,Columbus Crew,2,3,A,2.06,3.70,3.23
2024-10-20,2024,Inter Miami,New England Revolution,6,2,H,1.39,5.33,6.29
2024-10-20,2024,DC United,Charlotte,0,3,A,1.76,3.91,4.10
2024-10-20,2024,Chicago Fire,Nashville SC,0,3,A,1.98,3.75,3.44
2024-10-20,2024,CF Montreal,New York City,2,0,H,3.12,3.54,2.15
2024-10-20,2024,Seattle Sounders,Portland Timbers,1,1,D,1.57,4.37,4.92
2024-10-20,2024,Real Salt Lake,Vancouver Whitecaps,2,1,H,1.65,4.29,4.36
2024-10-20,2024,Minnesota United,St. Louis City,4,1,H,1.48,4.68,5.63
2024-10-20,2024,Los Angeles FC,San Jose Earthquakes,3,1,H,1.22,6.64,10.65
2024-10-20,2024,Houston Dynamo,Los Angeles Galaxy,2,1,H,2.08,3.85,3.07
2024-10-20,2024,FC Dallas,Sporting Kansas City,2,1,H,1.72,4.13,4.12
2024-10-20,2024,Austin FC,Colorado Rapids,3,2,H,2.03,3.85,3.17
2024-10-23,2024,CF Montreal,Atlanta Utd,2,3,A,2.50,3.34,2.72
2024-10-24,2024,Vancouver Whitecaps,Portland Timbers,5,0,H,3.15,3.83,2.05
2024-10-26,2024,Inter Miami,Atlanta Utd,2,1,H,1.29,5.88,7.99
2024-10-27,2024,Los Angeles Galaxy,Colorado Rapids,5,0,H,1.41,5.10,6.20
2024-10-28,2024,Orlando City,Charlotte,2,0,H,1.79,3.76,4.17
2024-10-28,2024,Los Angeles FC,Vancouver Whitecaps,2,1,H,1.53,4.38,5.37
2024-10-28,2024,FC Cincinnati,New York City,1,0,H,1.88,3.70,3.77
2024-10-29,2024,Seattle Sounders,Houston Dynamo,1,0,H,1.75,3.55,4.79
2024-10-29,2024,Columbus Crew,New York Red Bulls,0,1,A,1.74,3.94,4.17
2024-10-30,2024,Real Salt Lake,Minnesota United,0,1,A,2.03,3.49,3.46
2024-11-02,2024,Charlotte,Orlando City,1,0,H,2.29,3.50,2.92
2024-11-02,2024,Colorado Rapids,Los Angeles Galaxy,1,4,A,2.73,3.76,2.29
2024-11-02,2024,New York City,FC Cincinnati,3,1,H,2.29,3.47,2.90
2024-11-03,2024,Atlanta Utd,Inter Miami,2,1,H,3.35,4.04,1.93
2024-11-03,2024,Minnesota United,Real Salt Lake,2,1,H,1.84,3.66,4.03
2024-11-03,2024,New York Red Bulls,Columbus Crew,3,2,H,2.34,3.47,2.83
2024-11-04,2024,Houston Dynamo,Seattle Sounders,1,2,A,2.16,3.12,3.51
2024-11-04,2024,Vancouver Whitecaps,Los Angeles FC,3,0,H,2.46,3.59,2.63
2024-11-09,2024,Los Angeles FC,Vancouver Whitecaps,1,0,H,1.67,4.09,4.48
2024-11-09,2024,FC Cincinnati,New York City,0,1,A,1.82,3.73,4.03
2024-11-10,2024,Orlando City,Charlotte,2,1,H,1.75,3.74,4.38
2024-11-10,2024,Inter Miami,Atlanta Utd,2,3,A,1.32,5.39,8.01
