Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2,Season
2018-09-13,DC United,Minnesota United,2,1,H,1.47,4.57,6.32,2018
2018-09-16,Colorado Rapids,Atlanta Utd,0,3,A,4.12,3.97,1.79,2018
2018-09-16,Toronto FC,Los Angeles Galaxy,5,3,H,1.56,4.91,4.77,2018
2018-09-16,Philadelphia Union,CF Montreal,1,4,A,1.78,3.8,4.36,2018
2018-09-16,FC Dallas,Columbus Crew,0,0,D,2.13,3.6,3.23,2018
2018-09-16,Houston Dynamo,Portland Timbers,4,1,H,2.02,3.71,3.44,2018
2018-09-16,Real Salt Lake,Minnesota United,1,1,D,1.45,4.76,6.29,2018
2018-09-16,Vancouver Whitecaps,Seattle Sounders,1,2,A,2.41,3.44,2.87,2018
2018-09-16,San Jose Earthquakes,Sporting Kansas City,1,5,A,3.18,3.77,2.09,2018
2018-09-16,Los Angeles FC,New England Revolution,1,1,D,1.46,4.86,6.06,2018
2018-09-17,DC United,New York Red Bulls,3,3,D,2.68,3.53,2.53,2018
2018-09-17,Chicago Fire,Orlando City,4,0,H,1.8,4.16,3.89,2018
2018-09-20,Portland Timbers,Columbus Crew,3,2,H,2.08,3.53,3.43,2018
2018-09-20,Seattle Sounders,Philadelphia Union,0,1,A,1.87,3.72,4.02,2018
2018-09-20,San Jose Earthquakes,Atlanta Utd,3,4,A,4.53,4.52,1.62,2018
2018-09-23,Los Angeles FC,San Jose Earthquakes,2,0,H,1.28,6.22,9.2,2018
2018-09-23,New York Red Bulls,Toronto FC,2,0,H,1.56,4.64,5.02,2018
2018-09-23,Atlanta Utd,Real Salt Lake,2,0,H,1.3,5.83,8.41,2018
2018-09-23,Orlando City,Houston Dynamo,0,0,D,2.08,3.77,3.23,2018
2018-09-23,New England Revolution,Chicago Fire,2,2,D,1.58,4.37,5.24,2018
2018-09-23,Columbus Crew,Colorado Rapids,2,1,H,1.28,5.64,10.45,2018
2018-09-23,CF Montreal,New York City,1,1,D,2.3,3.68,2.88,2018
2018-09-23,Minnesota United,Portland Timbers,3,2,H,2.05,3.88,3.27,2018
2018-09-24,Philadelphia Union,Sporting Kansas City,2,0,H,3.17,3.81,2.12,2018
2018-09-24,Vancouver Whitecaps,FC Dallas,1,2,A,2.0,3.75,3.5,2018
2018-09-24,Los Angeles Galaxy,Seattle Sounders,3,0,H,1.94,3.89,3.56,2018
2018-09-27,New York City,Chicago Fire,2,0,H,1.32,5.51,8.12,2018
2018-09-30,Chicago Fire,Los Angeles FC,3,1,H,2.93,3.82,2.2,2018
2018-09-30,Seattle Sounders,Colorado Rapids,4,0,H,1.34,5.12,8.28,2018
2018-09-30,DC United,CF Montreal,5,0,H,2.04,3.57,3.45,2018
2018-09-30,Toronto FC,New England Revolution,4,1,H,1.64,4.41,4.51,2018
2018-09-30,Columbus Crew,Philadelphia Union,0,0,D,1.46,4.66,6.28,2018
2018-09-30,Minnesota United,New York City,2,1,H,2.43,3.65,2.68,2018
2018-09-30,Houston Dynamo,San Jose Earthquakes,3,2,H,1.72,4.0,4.35,2018
2018-09-30,Los Angeles Galaxy,Vancouver Whitecaps,3,0,H,1.56,4.79,4.75,2018
2018-09-30,Portland Timbers,FC Dallas,0,0,D,2.22,3.57,3.04,2018
2018-10-01,New York Red Bulls,Atlanta Utd,2,0,H,2.52,3.47,2.68,2018
2018-10-01,Sporting Kansas City,Real Salt Lake,1,1,D,1.43,5.05,6.21,2018
2018-10-07,CF Montreal,Columbus Crew,3,0,H,2.36,3.43,2.93,2018
2018-10-07,Atlanta Utd,New England Revolution,2,1,H,1.29,5.85,8.77,2018
2018-10-07,Toronto FC,Vancouver Whitecaps,1,2,A,1.43,5.09,6.18,2018
2018-10-07,Philadelphia Union,Minnesota United,5,1,H,1.54,4.38,5.53,2018
2018-10-07,FC Dallas,Orlando City,2,0,H,1.38,5.05,7.12,2018
2018-10-07,Sporting Kansas City,Los Angeles Galaxy,1,1,D,1.5,4.85,5.43,2018
2018-10-07,Colorado Rapids,Los Angeles FC,0,3,A,3.56,4.0,1.9,2018
2018-10-07,Real Salt Lake,Portland Timbers,1,4,A,1.85,3.95,3.76,2018
2018-10-07,San Jose Earthquakes,New York Red Bulls,1,3,A,4.41,4.11,1.7,2018
2018-10-08,DC United,Chicago Fire,2,1,H,1.47,4.64,6.07,2018
2018-10-09,Seattle Sounders,Houston Dynamo,4,1,H,1.53,4.35,5.55,2018
2018-10-13,Los Angeles FC,Houston Dynamo,4,2,H,1.25,6.37,9.18,2018
2018-10-14,Minnesota United,Colorado Rapids,0,2,A,1.51,4.59,5.47,2018
2018-10-14,DC United,FC Dallas,1,0,H,2.19,3.61,3.07,2018
2018-10-14,New England Revolution,Orlando City,2,0,H,1.45,4.75,6.2,2018
2018-10-18,Orlando City,Seattle Sounders,1,2,A,2.63,3.63,2.47,2018
2018-10-18,DC United,Toronto FC,1,0,H,1.37,5.28,6.73,2018
2018-10-18,Vancouver Whitecaps,Sporting Kansas City,1,4,A,2.94,3.8,2.19,2018
2018-10-19,Real Salt Lake,New England Revolution,4,1,H,1.8,4.07,3.86,2018
2018-10-22,Philadelphia Union,New York Red Bulls,0,1,A,2.31,3.64,2.86,2018
2018-10-22,Orlando City,Columbus Crew,2,1,H,4.36,4.33,1.67,2018
2018-10-22,DC United,New York City,3,1,H,2.24,3.67,2.97,2018
2018-10-22,CF Montreal,Toronto FC,2,0,H,1.76,3.98,4.23,2018
2018-10-22,Atlanta Utd,Chicago Fire,2,1,H,1.24,6.43,10.5,2018
2018-10-22,San Jose Earthquakes,Colorado Rapids,0,0,D,1.89,3.83,3.74,2018
2018-10-22,Portland Timbers,Real Salt Lake,3,0,H,1.72,4.15,4.21,2018
2018-10-22,Minnesota United,Los Angeles Galaxy,1,3,A,3.05,4.14,2.04,2018
2018-10-22,Los Angeles FC,Vancouver Whitecaps,2,2,D,1.28,6.11,8.4,2018
2018-10-22,Houston Dynamo,Seattle Sounders,2,3,A,2.55,3.62,2.57,2018
2018-10-22,FC Dallas,Sporting Kansas City,0,3,A,2.32,3.49,2.91,2018
2018-10-29,Vancouver Whitecaps,Portland Timbers,2,1,H,1.85,4.22,3.52,2018
2018-10-29,Toronto FC,Atlanta Utd,4,1,H,3.4,4.16,1.9,2018
2018-10-29,Sporting Kansas City,Los Angeles FC,2,1,H,1.87,3.92,3.7,2018
2018-10-29,Seattle Sounders,San Jose Earthquakes,2,1,H,1.19,6.83,13.71,2018
2018-10-29,New York Red Bulls,Orlando City,1,0,H,1.18,7.03,13.14,2018
2018-10-29,New York City,Philadelphia Union,3,1,H,1.83,4.05,3.77,2018
2018-10-29,New England Revolution,CF Montreal,1,0,H,2.5,3.91,2.49,2018
2018-10-29,Los Angeles Galaxy,Houston Dynamo,2,3,A,1.3,5.62,8.82,2018
2018-10-29,Columbus Crew,Minnesota United,3,2,H,1.23,6.28,11.27,2018
2018-10-29,Colorado Rapids,FC Dallas,2,1,H,4.71,4.15,1.65,2018
2018-10-29,Chicago Fire,DC United,0,0,D,2.87,3.75,2.28,2018
2018-11-01,New York City,Philadelphia Union,3,1,H,1.69,4.05,4.53,2018
2018-11-01,FC Dallas,Portland Timbers,1,2,A,1.89,3.56,3.99,2018
2018-11-02,DC United,Columbus Crew,2,3,A,2.41,3.4,2.85,2018
2018-11-02,Los Angeles FC,Real Salt Lake,2,3,A,1.37,5.21,7.01,2018
2018-11-05,Columbus Crew,New York Red Bulls,1,0,H,2.07,3.48,3.47,2018
2018-11-05,Portland Timbers,Seattle Sounders,2,1,H,2.39,3.26,3.01,2018
2018-11-05,New York City,Atlanta Utd,0,1,A,2.3,3.62,2.89,2018
2018-11-05,Real Salt Lake,Sporting Kansas City,1,1,D,2.96,3.48,2.31,2018
2018-11-09,Seattle Sounders,Portland Timbers,3,3,D,1.68,4.0,4.64,2018
2018-11-12,Sporting Kansas City,Real Salt Lake,4,2,H,1.37,5.04,7.53,2018
2018-11-12,Atlanta Utd,New York City,3,1,H,1.59,4.37,4.94,2018
2018-11-12,New York Red Bulls,Columbus Crew,3,0,H,1.77,3.69,4.36,2018
2018-11-26,Atlanta Utd,New York Red Bulls,3,0,H,1.66,4.14,4.65,2018
2018-11-26,Portland Timbers,Sporting Kansas City,0,0,D,2.37,3.38,2.97,2018
2018-11-30,New York Red Bulls,Atlanta Utd,1,0,H,1.83,4.01,3.89,2018
2018-11-30,Sporting Kansas City,Portland Timbers,2,3,A,1.51,4.38,5.99,2018
2018-12-09,Atlanta Utd,Portland Timbers,2,0,H,1.4,4.88,7.53,2018
