Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDS2,Season
2015-10-03,Los Angeles Clippers,Denver Nuggets,103,96,H,1.28,3.64,2015
2015-10-04,Orlando Magic,Charlotte Hornets,100,106,A,1.73,2.15,2015
2015-10-04,Indiana Pacers,New Orleans Pelicans,105,110,A,1.52,2.61,2015
2015-10-05,Miami Heat,Charlotte Hornets,77,90,A,1.36,3.27,2015
2015-10-05,Toronto Raptors,Los Angeles Clippers,93,73,H,2.44,1.59,2015
2015-10-05,Los Angeles Lakers,Utah Jazz,71,90,A,2.37,1.62,2015
2015-10-06,Portland Trail Blazers,Sacramento Kings,105,109,A,2.61,1.5,2015
2015-10-06,Golden State Warriors,Toronto Raptors,95,87,H,1.31,3.45,2015
2015-10-07,Washington Wizards,Philadelphia 76ers,129,95,H,1.32,3.39,2015
2015-10-07,Detroit Pistons,Indiana Pacers,112,115,A,2.56,1.53,2015
2015-10-07,Memphis Grizzlies,Houston Rockets,92,89,H,1.97,1.84,2015
2015-10-07,Chicago Bulls,Milwaukee Bucks,105,95,H,1.81,2.0,2015
2015-10-07,Dallas Mavericks,Denver Nuggets,86,96,A,2.43,1.58,2015
2015-10-07,Los Angeles Lakers,Utah Jazz,114,117,A,2.4,1.59,2015
2015-10-08,Cleveland Cavaliers,Atlanta Hawks,96,98,A,1.69,2.19,2015
2015-10-08,Miami Heat,Orlando Magic,97,100,A,1.58,2.43,2015
2015-10-08,Minnesota Timberwolves,Oklahoma City Thunder,99,122,A,2.86,1.42,2015
2015-10-08,Houston Rockets,Dallas Mavericks,109,82,H,1.53,2.54,2015
2015-10-08,Phoenix Suns,Sacramento Kings,102,98,H,1.85,1.95,2015
2015-10-09,Philadelphia 76ers,Cleveland Cavaliers,115,114,H,1.9,1.91,2015
2015-10-09,Indiana Pacers,Orlando Magic,97,92,H,1.45,2.77,2015
2015-10-09,Detroit Pistons,Brooklyn Nets,83,93,A,1.22,4.33,2015
2015-10-09,Denver Nuggets,Chicago Bulls,112,94,H,2.17,1.7,2015
2015-10-09,Sacramento Kings,San Antonio Spurs,95,92,H,1.54,2.52,2015
2015-10-09,Portland Trail Blazers,Golden State Warriors,118,101,H,2.85,1.42,2015
2015-10-09,Los Angeles Lakers,Toronto Raptors,97,105,A,2.8,1.44,2015
2015-10-10,Washington Wizards,New York Knicks,104,115,A,1.34,3.3,2015
2015-10-10,New Orleans Pelicans,Atlanta Hawks,93,103,A,2.38,1.6,2015
2015-10-10,Phoenix Suns,Utah Jazz,101,85,H,1.62,2.34,2015
2015-10-11,Philadelphia 76ers,Brooklyn Nets,97,95,H,2.57,1.54,2015
2015-10-11,Minnesota Timberwolves,Chicago Bulls,105,114,A,2.34,1.61,2015
2015-10-11,Milwaukee Bucks,Detroit Pistons,88,117,A,1.51,2.61,2015
2015-10-11,Sacramento Kings,Portland Trail Blazers,94,90,H,1.47,2.72,2015
2015-10-11,Charlotte Hornets,Los Angeles Clippers,106,94,H,2.63,1.5,2015
2015-10-12,Houston Rockets,Orlando Magic,119,123,A,1.41,2.95,2015
2015-10-13,Cleveland Cavaliers,Memphis Grizzlies,81,91,A,2.4,1.61,2015
2015-10-13,Toronto Raptors,Minnesota Timberwolves,112,105,H,1.39,3.05,2015
2015-10-13,New York Knicks,Philadelphia 76ers,94,88,H,1.32,3.42,2015
2015-10-13,Miami Heat,San Antonio Spurs,97,94,H,2.56,1.53,2015
2015-10-13,Chicago Bulls,New Orleans Pelicans,115,123,A,1.65,2.26,2015
2015-10-13,Utah Jazz,Portland Trail Blazers,81,88,A,1.42,2.87,2015
2015-10-14,Orlando Magic,Miami Heat,95,92,H,1.35,3.25,2015
2015-10-14,Indiana Pacers,Detroit Pistons,101,97,H,1.82,2.0,2015
2015-10-14,Cleveland Cavaliers,Milwaukee Bucks,101,110,A,2.53,1.53,2015
2015-10-14,Oklahoma City Thunder,Dallas Mavericks,100,88,H,1.14,5.9,2015
2015-10-14,Phoenix Suns,Houston Rockets,129,135,A,1.55,2.49,2015
2015-10-14,Los Angeles Lakers,Sacramento Kings,100,107,A,2.24,1.67,2015
2015-10-14,Golden State Warriors,Denver Nuggets,103,114,A,1.36,3.16,2015
2015-10-14,Los Angeles Clippers,Charlotte Hornets,71,113,A,1.42,2.89,2015
2015-10-15,Minnesota Timberwolves,Toronto Raptors,89,87,H,2.77,1.45,2015
2015-10-15,Brooklyn Nets,Boston Celtics,105,109,A,2.31,1.63,2015
2015-10-15,Chicago Bulls,Detroit Pistons,91,114,A,1.52,2.6,2015
2015-10-15,Atlanta Hawks,San Antonio Spurs,100,86,H,1.62,2.34,2015
2015-10-16,Cleveland Cavaliers,Indiana Pacers,85,107,A,2.45,1.57,2015
2015-10-16,Golden State Warriors,Houston Rockets,123,101,H,1.3,3.56,2015
2015-10-17,Philadelphia 76ers,Washington Wizards,118,127,A,2.71,1.47,2015
2015-10-17,New York Knicks,Boston Celtics,101,95,H,2.44,1.58,2015
2015-10-17,Memphis Grizzlies,Oklahoma City Thunder,94,78,H,1.6,2.38,2015
2015-10-17,Dallas Mavericks,Atlanta Hawks,84,91,A,2.86,1.43,2015
2015-10-17,Denver Nuggets,Phoenix Suns,106,81,H,1.72,2.14,2015
2015-10-18,New Orleans Pelicans,Sacramento Kings,98,107,A,2.54,1.56,2015
2015-10-18,Charlotte Hornets,New York Knicks,97,93,H,1.42,2.95,2015
2015-10-18,Houston Rockets,Miami Heat,100,105,A,1.64,2.33,2015
2015-10-18,Milwaukee Bucks,Washington Wizards,101,105,A,1.47,2.75,2015
2015-10-18,Los Angeles Lakers,Golden State Warriors,85,70,H,3.15,1.38,2015
2015-10-19,Brooklyn Nets,Philadelphia 76ers,92,91,H,1.55,2.58,2015
2015-10-19,San Antonio Spurs,Detroit Pistons,96,92,H,1.52,2.61,2015
2015-10-19,Toronto Raptors,Cleveland Cavaliers,87,81,H,1.39,3.07,2015
2015-10-19,Memphis Grizzlies,Minnesota Timberwolves,90,68,H,1.4,3.05,2015
2015-10-19,Oklahoma City Thunder,Denver Nuggets,111,98,H,1.32,3.47,2015
2015-10-19,Atlanta Hawks,Miami Heat,92,101,A,1.34,3.41,2015
2015-10-19,Portland Trail Blazers,Utah Jazz,116,111,H,1.36,3.26,2015
2015-10-20,Cleveland Cavaliers,Dallas Mavericks,103,97,H,1.55,2.46,2015
2015-10-20,Charlotte Hornets,Chicago Bulls,94,86,H,1.65,2.27,2015
2015-10-20,Boston Celtics,Brooklyn Nets,111,105,H,1.24,4.04,2015
2015-10-20,Houston Rockets,New Orleans Pelicans,120,100,H,1.4,2.94,2015
2015-10-20,Los Angeles Lakers,Portland Trail Blazers,104,102,H,1.5,2.62,2015
2015-10-21,Milwaukee Bucks,Minnesota Timberwolves,106,88,H,1.61,2.35,2015
2015-10-21,Chicago Bulls,Indiana Pacers,103,94,H,2.42,1.58,2015
2015-10-21,San Antonio Spurs,Phoenix Suns,84,104,A,1.52,2.59,2015
2015-10-21,Utah Jazz,Oklahoma City Thunder,102,113,A,2.61,1.51,2015
