Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDS2,Season
2021-10-04,Los Angeles Lakers,Brooklyn Nets,97,123,A,1.62,2.29,2021
2021-10-05,Toronto Raptors,Philadelphia 76ers,123,107,H,1.71,2.09,2021
2021-10-05,Miami Heat,Atlanta Hawks,125,99,H,1.63,2.25,2021
2021-10-05,Boston Celtics,Orlando Magic,98,97,H,1.33,3.23,2021
2021-10-05,Oklahoma City Thunder,Charlotte Hornets,97,113,A,2.35,1.58,2021
2021-10-05,Minnesota Timberwolves,New Orleans Pelicans,117,114,H,1.65,2.20,2021
2021-10-05,San Antonio Spurs,Utah Jazz,111,85,H,2.29,1.61,2021
2021-10-05,Sacramento Kings,Phoenix Suns,117,106,H,1.69,2.13,2021
2021-10-05,Portland Trail Blazers,Golden State Warriors,107,121,A,1.72,2.10,2021
2021-10-05,Los Angeles Clippers,Denver Nuggets,103,102,H,2.13,1.70,2021
2021-10-06,New York Knicks,Indiana Pacers,125,104,H,1.62,2.28,2021
2021-10-06,Memphis Grizzlies,Milwaukee Bucks,87,77,H,1.38,3.02,2021
2021-10-06,Houston Rockets,Washington Wizards,125,119,H,1.81,1.97,2021
2021-10-06,Chicago Bulls,Cleveland Cavaliers,131,95,H,1.44,2.72,2021
2021-10-07,Phoenix Suns,Los Angeles Lakers,117,105,H,1.64,2.21,2021
2021-10-07,Detroit Pistons,San Antonio Spurs,115,105,H,2.21,1.64,2021
2021-10-07,Atlanta Hawks,Cleveland Cavaliers,96,99,A,1.61,2.29,2021
2021-10-07,New Orleans Pelicans,Orlando Magic,104,86,H,1.64,2.23,2021
2021-10-07,Dallas Mavericks,Utah Jazz,111,101,H,1.43,2.76,2021
2021-10-07,Golden State Warriors,Denver Nuggets,118,116,H,1.48,2.60,2021
2021-10-07,Los Angeles Clippers,Sacramento Kings,98,113,A,1.82,1.97,2021
2021-10-08,Philadelphia 76ers,Toronto Raptors,125,113,H,1.47,2.64,2021
2021-10-08,Charlotte Hornets,Memphis Grizzlies,98,128,A,2.00,1.79,2021
2021-10-08,Houston Rockets,Miami Heat,106,113,A,2.78,1.43,2021
2021-10-09,Cleveland Cavaliers,Indiana Pacers,100,109,A,2.31,1.61,2021
2021-10-09,Brooklyn Nets,Milwaukee Bucks,119,115,H,1.19,4.50,2021
2021-10-09,Chicago Bulls,New Orleans Pelicans,121,85,H,1.27,3.66,2021
2021-10-09,San Antonio Spurs,Miami Heat,105,109,A,1.40,2.90,2021
2021-10-09,Dallas Mavericks,Los Angeles Clippers,122,114,H,1.48,2.61,2021
2021-10-09,Denver Nuggets,Minnesota Timberwolves,112,114,A,1.58,2.36,2021
2021-10-09,Golden State Warriors,Los Angeles Lakers,121,114,H,1.62,2.26,2021
