Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDS2,Season
2017-10-01,Golden State Warriors,Denver Nuggets,102,108,A,1.27,3.85,2017
2017-10-01,Los Angeles Lakers,Minnesota Timberwolves,99,108,A,2.53,1.55,2017
2017-10-02,Miami Heat,Atlanta Hawks,96,90,H,1.35,3.26,2017
2017-10-02,Toronto Raptors,Los Angeles Clippers,121,113,H,1.80,2.03,2017
2017-10-03,Boston Celtics,Charlotte Hornets,94,82,H,1.30,3.53,2017
2017-10-03,Memphis Grizzlies,Orlando Magic,92,84,H,1.81,1.99,2017
2017-10-03,Dallas Mavericks,Milwaukee Bucks,106,104,H,1.49,2.64,2017
2017-10-03,Sacramento Kings,San Antonio Spurs,106,100,H,2.01,1.80,2017
2017-10-03,Los Angeles Lakers,Denver Nuggets,107,113,A,2.52,1.53,2017
2017-10-04,New York Knicks,Brooklyn Nets,107,115,A,1.58,2.42,2017
2017-10-04,Oklahoma City Thunder,Houston Rockets,97,104,A,3.01,1.38,2017
2017-10-04,New Orleans Pelicans,Chicago Bulls,109,113,A,1.30,3.52,2017
2017-10-04,Portland Trail Blazers,Phoenix Suns,112,114,A,1.39,3.03,2017
2017-10-04,Los Angeles Clippers,Toronto Raptors,98,84,H,2.02,1.77,2017
2017-10-05,Philadelphia 76ers,Memphis Grizzlies,89,110,A,1.31,3.44,2017
2017-10-05,Detroit Pistons,Charlotte Hornets,106,108,A,1.65,2.23,2017
2017-10-05,Cleveland Cavaliers,Atlanta Hawks,93,109,A,1.29,3.60,2017
2017-10-05,Milwaukee Bucks,Indiana Pacers,86,104,A,1.56,2.44,2017
2017-10-05,Dallas Mavericks,Chicago Bulls,118,71,H,1.44,2.77,2017
2017-10-05,Los Angeles Lakers,Denver Nuggets,104,122,A,1.87,1.91,2017
2017-10-05,Golden State Warriors,Minnesota Timberwolves,95,111,A,1.40,2.94,2017
2017-10-06,Orlando Magic,Dallas Mavericks,112,89,H,1.41,2.92,2017
2017-10-06,Brooklyn Nets,Miami Heat,107,88,H,1.80,2.00,2017
2017-10-06,Portland Trail Blazers,Toronto Raptors,106,101,H,1.58,2.40,2017
2017-10-07,Washington Wizards,New York Knicks,104,100,H,1.36,3.13,2017
2017-10-07,Philadelphia 76ers,Boston Celtics,102,110,A,2.54,1.51,2017
2017-10-07,Detroit Pistons,Atlanta Hawks,109,87,H,1.47,2.67,2017
2017-10-07,Cleveland Cavaliers,Indiana Pacers,102,106,A,1.52,2.51,2017
2017-10-07,Oklahoma City Thunder,New Orleans Pelicans,102,91,H,1.42,2.87,2017
2017-10-07,Chicago Bulls,Milwaukee Bucks,114,101,H,1.94,1.85,2017
2017-10-07,San Antonio Spurs,Sacramento Kings,113,93,H,1.41,2.87,2017
